task_id,scenario_id,self_base_loss,outsourced_loss
TSK000007,S001,23.80750125,23.80750125
TSK000007,S002,46.38789756,46.38789756
TSK000007,S003,34.92578062,34.92578062
TSK000007,S004,7.29038092,7.29038092
TSK000007,S005,7.29038092,7.29038092
TSK000007,S006,13.09489974,13.09489974
TSK000007,S007,18.00619311,18.00619311
TSK000007,S008,7.29038092,7.29038092
TSK000007,S009,7.29038092,7.29038092
TSK000007,S010,17.32027914,17.32027914
TSK000007,S011,33.98252146,33.98252146
TSK000007,S012,28.07293829,28.07293829
TSK000007,S013,45.45124343,45.45124343
TSK000007,S014,7.29038092,7.29038092
TSK000007,S015,30.37929453,30.37929453
TSK000007,S016,93.5249115,93.5249115
TSK000007,S017,20.91714573,20.91714573
TSK000007,S018,7.29038092,7.29038092
TSK000007,S019,29.42197097,29.42197097
TSK000007,S020,89.69315448,89.69315448
TSK000007,S021,34.92578062,34.92578062
TSK000007,S022,13.83213046,13.83213046
TSK000007,S023,7.29038092,7.29038092
TSK000007,S024,7.29038092,7.29038092
TSK000007,S025,22.50355194,22.50355194
TSK000007,S026,7.29038092,7.29038092
TSK000007,S027,22.52834132,22.52834132
TSK000007,S028,7.29038092,7.29038092
TSK000007,S029,7.29038092,7.29038092
TSK000007,S030,7.29038092,7.29038092
TSK000007,S031,10.67911764,10.67911764
TSK000007,S032,7.29038092,7.29038092
TSK000007,S033,16.36583199,16.36583199
TSK000007,S034,25.74527955,25.74527955
TSK000007,S035,25.74527955,25.74527955
TSK000007,S036,7.29038092,7.29038092
TSK000007,S037,86.69990289,86.69990289
TSK000007,S038,7.29038092,7.29038092
TSK000007,S039,7.29038092,7.29038092
TSK000007,S040,111.11664589,111.11664589
TSK000007,S041,16.36583199,16.36583199
TSK000007,S042,56.22090442,56.22090442
TSK000007,S043,7.29038092,7.29038092
TSK000007,S044,22.76196607,22.76196607
TSK000007,S045,7.29038092,7.29038092
TSK000007,S046,28.76931191,28.76931191
TSK000007,S047,83.71119206,83.71119206
TSK000007,S048,7.29038092,7.29038092
TSK000007,S049,19.82421859,19.82421859
TSK000007,S050,7.29038092,7.29038092
TSK000007,S051,7.29038092,7.29038092
TSK000007,S052,86.69990289,86.69990289
TSK000007,S053,23.84466134,23.84466134
TSK000007,S054,14.18713161,14.18713161
TSK000007,S055,16.45551395,16.45551395
TSK000007,S056,45.13750812,45.13750812
TSK000007,S057,32.40095592,32.40095592
TSK000007,S058,69.70328058,69.70328058
TSK000007,S059,20.75208521,20.75208521
TSK000007,S060,20.47397788,20.47397788
TSK000007,S061,22.03325466,22.03325466
TSK000007,S062,16.32398926,16.32398926
TSK000007,S063,7.29038092,7.29038092
TSK000007,S064,52.88849233,52.88849233
TSK000007,S065,21.05020485,21.05020485
TSK000007,S066,7.29038092,7.29038092
TSK000007,S067,7.29038092,7.29038092
TSK000007,S068,36.29373497,36.29373497
TSK000007,S069,7.29038092,7.29038092
TSK000007,S070,16.193054,16.193054
TSK000007,S071,14.77724259,14.77724259
TSK000007,S072,40.66374789,40.66374789
TSK000007,S073,14.77724259,14.77724259
TSK000007,S074,10.10359284,10.10359284
TSK000007,S075,7.29038092,7.29038092
TSK000007,S076,17.72688295,17.72688295
TSK000007,S077,7.29038092,7.29038092
TSK000007,S078,7.29038092,7.29038092
TSK000007,S079,22.33722,22.33722
TSK000007,S080,28.01318894,28.01318894
TSK000007,S081,7.29038092,7.29038092
TSK000007,S082,34.53534616,34.53534616
TSK000007,S083,11.01764407,11.01764407
TSK000007,S084,7.29038092,7.29038092
TSK000007,S085,19.80675593,19.80675593
TSK000007,S086,7.29038092,7.29038092
TSK000007,S087,42.10214352,42.10214352
TSK000007,S088,7.29038092,7.29038092
TSK000007,S089,22.38482697,22.38482697
TSK000007,S090,53.09687617,53.09687617
TSK000007,S091,20.98840368,20.98840368
TSK000007,S092,7.29038092,7.29038092
TSK000007,S093,30.52464881,30.52464881
TSK000007,S094,19.47908649,19.47908649
TSK000007,S095,17.72688295,17.72688295
TSK000007,S096,7.29038092,7.29038092
TSK000007,S097,22.10987972,22.10987972
TSK000007,S098,11.01764407,11.01764407
TSK000007,S099,12.94266728,12.94266728
TSK000007,S100,7.29038092,7.29038092
TSK000027,S001,5.39098935,5.39098935
TSK000027,S002,8.68884316,8.68884316
TSK000027,S003,6.97843422,6.97843422
TSK000027,S004,1.94475516,1.94475516
TSK000027,S005,1.94475516,1.94475516
TSK000027,S006,3.42947121,3.42947121
TSK000027,S007,4.68099309,4.68099309
TSK000027,S008,1.94475516,1.94475516
TSK000027,S009,1.94475516,1.94475516
TSK000027,S010,4.76171685,4.76171685
TSK000027,S011,7.08039627,7.08039627
TSK000027,S012,7.5570843,7.5570843
TSK000027,S013,7.7728022,7.7728022
TSK000027,S014,1.94475516,1.94475516
TSK000027,S015,6.36463543,6.36463543
TSK000027,S016,18.16655002,18.16655002
TSK000027,S017,5.21093127,5.21093127
TSK000027,S018,1.94475516,1.94475516
TSK000027,S019,7.04025768,7.04025768
TSK000027,S020,15.37585824,15.37585824
TSK000027,S021,6.97843422,6.97843422
TSK000027,S022,3.47155794,3.47155794
TSK000027,S023,1.94475516,1.94475516
TSK000027,S024,1.94475516,1.94475516
TSK000027,S025,3.6817316,3.6817316
TSK000027,S026,1.94475516,1.94475516
TSK000027,S027,8.9624759,8.9624759
TSK000027,S028,1.94475516,1.94475516
TSK000027,S029,1.94475516,1.94475516
TSK000027,S030,1.94475516,1.94475516
TSK000027,S031,2.43381049,2.43381049
TSK000027,S032,1.94475516,1.94475516
TSK000027,S033,4.59431382,4.59431382
TSK000027,S034,4.89998514,4.89998514
TSK000027,S035,4.89998514,4.89998514
TSK000027,S036,1.94475516,1.94475516
TSK000027,S037,13.76871285,13.76871285
TSK000027,S038,1.94475516,1.94475516
TSK000027,S039,1.94475516,1.94475516
TSK000027,S040,27.02356281,27.02356281
TSK000027,S041,4.59431382,4.59431382
TSK000027,S042,9.92004152,9.92004152
TSK000027,S043,1.94475516,1.94475516
TSK000027,S044,9.34766955,9.34766955
TSK000027,S045,1.94475516,1.94475516
TSK000027,S046,6.75779358,6.75779358
TSK000027,S047,13.23923784,13.23923784
TSK000027,S048,1.94475516,1.94475516
TSK000027,S049,5.89952021,5.89952021
TSK000027,S050,1.94475516,1.94475516
TSK000027,S051,1.94475516,1.94475516
TSK000027,S052,13.76871285,13.76871285
TSK000027,S053,4.99378378,4.99378378
TSK000027,S054,3.8210353,3.8210353
TSK000027,S055,5.02095554,5.02095554
TSK000027,S056,10.37449512,10.37449512
TSK000027,S057,5.96186689,5.96186689
TSK000027,S058,11.3524317,11.3524317
TSK000027,S059,5.02847615,5.02847615
TSK000027,S060,5.59960844,5.59960844
TSK000027,S061,5.42641835,5.42641835
TSK000027,S062,3.18349937,3.18349937
TSK000027,S063,1.94475516,1.94475516
TSK000027,S064,11.01137099,11.01137099
TSK000027,S065,5.35350253,5.35350253
TSK000027,S066,1.94475516,1.94475516
TSK000027,S067,1.94475516,1.94475516
TSK000027,S068,6.3645018,6.3645018
TSK000027,S069,1.94475516,1.94475516
TSK000027,S070,4.24292806,4.24292806
TSK000027,S071,4.14988061,4.14988061
TSK000027,S072,8.99054975,8.99054975
TSK000027,S073,4.14988061,4.14988061
TSK000027,S074,2.75673108,2.75673108
TSK000027,S075,1.94475516,1.94475516
TSK000027,S076,5.03427807,5.03427807
TSK000027,S077,1.94475516,1.94475516
TSK000027,S078,1.94475516,1.94475516
TSK000027,S079,5.4710803,5.4710803
TSK000027,S080,6.14776833,6.14776833
TSK000027,S081,1.94475516,1.94475516
TSK000027,S082,10.2872703,10.2872703
TSK000027,S083,3.03748703,3.03748703
TSK000027,S084,1.94475516,1.94475516
TSK000027,S085,5.33620059,5.33620059
TSK000027,S086,1.94475516,1.94475516
TSK000027,S087,8.13667917,8.13667917
TSK000027,S088,1.94475516,1.94475516
TSK000027,S089,4.03546988,4.03546988
TSK000027,S090,10.93983515,10.93983515
TSK000027,S091,4.56104073,4.56104073
TSK000027,S092,1.94475516,1.94475516
TSK000027,S093,7.64760757,7.64760757
TSK000027,S094,4.42003711,4.42003711
TSK000027,S095,5.03427807,5.03427807
TSK000027,S096,1.94475516,1.94475516
TSK000027,S097,4.81979098,4.81979098
TSK000027,S098,3.03748703,3.03748703
TSK000027,S099,2.79421735,2.79421735
TSK000027,S100,1.94475516,1.94475516
TSK000075,S001,27.72481816,27.72481816
TSK000075,S002,54.33682059,54.33682059
TSK000075,S003,41.50170041,41.50170041
TSK000075,S004,8.3162212,8.3162212
TSK000075,S005,8.3162212,8.3162212
TSK000075,S006,14.69814739,14.69814739
TSK000075,S007,19.3097386,19.3097386
TSK000075,S008,8.3162212,8.3162212
TSK000075,S009,8.3162212,8.3162212
TSK000075,S010,19.45561535,19.45561535
TSK000075,S011,39.5646308,39.5646308
TSK000075,S012,30.16534537,30.16534537
TSK000075,S013,57.96753654,57.96753654
TSK000075,S014,8.3162212,8.3162212
TSK000075,S015,36.83836377,36.83836377
TSK000075,S016,107.55667186,107.55667186
TSK000075,S017,24.15351524,24.15351524
TSK000075,S018,8.3162212,8.3162212
TSK000075,S019,31.55649572,31.55649572
TSK000075,S020,106.04953491,106.04953491
TSK000075,S021,41.50170041,41.50170041
TSK000075,S022,15.5722519,15.5722519
TSK000075,S023,8.3162212,8.3162212
