scenario_id,probability,empty_risk_per_km
S001,0.01,0.0039243074
S002,0.01,0.007212684
S003,0.01,0.0056541447
S004,0.01,0.00125
S005,0.01,0.00125
S006,0.01,0.0021852114
S007,0.01,0.002834191
S008,0.01,0.00125
S009,0.01,0.00125
S010,0.01,0.0029539018
S011,0.01,0.0054338306
S012,0.01,0.0044994259
S013,0.01,0.0077129978
S014,0.01,0.00125
S015,0.01,0.0051299405
S016,0.01,0.0143601269
S017,0.01,0.003539258
S018,0.01,0.00125
S019,0.01,0.0044675381
S020,0.01,0.013737937
S021,0.01,0.0056541447
S022,0.01,0.0022758004
S023,0.01,0.00125
S024,0.01,0.00125
S025,0.01,0.0038232984
S026,0.01,0.00125
S027,0.01,0.0043756448
S028,0.01,0.00125
S029,0.01,0.00125
S030,0.01,0.00125
S031,0.01,0.0018231154
S032,0.01,0.00125
S033,0.01,0.002553921
S034,0.01,0.0042359371
S035,0.01,0.0042359371
S036,0.01,0.00125
S037,0.01,0.013317029
S038,0.01,0.00125
S039,0.01,0.00125
S040,0.01,0.018484252
S041,0.01,0.002553921
S042,0.01,0.0091499209
S043,0.01,0.00125
S044,0.01,0.0043104964
S045,0.01,0.00125
S046,0.01,0.0044157314
S047,0.01,0.0130307971
S048,0.01,0.00125
S049,0.01,0.0031218613
S050,0.01,0.00125
S051,0.01,0.00125
S052,0.01,0.013317029
S053,0.01,0.0039591921
S054,0.01,0.0023901186
S055,0.01,0.0026290835
S056,0.01,0.007514411
S057,0.01,0.0053804063
S058,0.01,0.0116707701
S059,0.01,0.0032871367
S060,0.01,0.0029919433
S061,0.01,0.0037182185
S062,0.01,0.0027636068
S063,0.01,0.00125
S064,0.01,0.007999282
S065,0.01,0.0033199546
S066,0.01,0.00125
S067,0.01,0.00125
S068,0.01,0.006076125
S069,0.01,0.00125
S070,0.01,0.0025379436
S071,0.01,0.0024108065
S072,0.01,0.0058979794
S073,0.01,0.0024108065
S074,0.01,0.0016187712
S075,0.01,0.00125
S076,0.01,0.002770375
S077,0.01,0.00125
S078,0.01,0.00125
S079,0.01,0.0034515622
S080,0.01,0.0038458343
S081,0.01,0.00125
S082,0.01,0.006052092
S083,0.01,0.0017562323
S084,0.01,0.00125
S085,0.01,0.0032756467
S086,0.01,0.00125
S087,0.01,0.0068190915
S088,0.01,0.00125
S089,0.01,0.0038082421
S090,0.01,0.0076176366
S091,0.01,0.0035467202
S092,0.01,0.00125
S093,0.01,0.0049979671
S094,0.01,0.0027752485
S095,0.01,0.002770375
S096,0.01,0.00125
S097,0.01,0.003782932
S098,0.01,0.0017562323
S099,0.01,0.0021050345
S100,0.01,0.00125
