task_id,start_hour,finish_hour,origin_node_id,destination_node_id,self_cost,outsource_cost,base_risk,historical_mode,product_id,hazard_class,loaded_distance_km,duration_source
TSK000007,123.4679,145.5128,NOD000596,NOD000303,6577.892,9249.40728,23.22,外协,PRD0147,普货,774.0,historical_distance_bin_median
TSK000027,123.97477607,136.26847607,NOD000678,NOD000178,2073.5769,3368.71026,6.75,外协,PRD0167,普货,225.0,direct_historical_od_median
TSK000075,124.48165215,150.77765215,NOD000781,NOD000782,8192.5819,10510.18623,27.06,外协,PRD0262,普货,902.0,direct_historical_od_median
TSK000118,124.98852822,130.63492822,NOD000602,NOD000131,1462.1719,2179.54845,3.63,自有,PRD0132,普货,121.0,historical_distance_bin_median
TSK000139,125.49540429,132.27460429,NOD000785,NOD000394,4305.0145,5610.68703,14.985,自有,PRD0024,危货,370.0,direct_historical_od_median
TSK000150,126.00228037,146.53638037,NOD000624,NOD000382,4818.8581,6183.00927,15.12,自有,PRD0212,普货,504.0,historical_distance_bin_median
TSK000172,126.50915644,154.56735644,NOD000781,NOD000430,8548.7631,10789.07229,27.96,外协,PRD0262,普货,932.0,direct_historical_od_median
TSK000184,127.01603252,164.55413252,NOD000779,NOD000069,7574.943,11174.16672,28.71,自有,PRD0160,普货,957.0,direct_historical_od_median
TSK000188,127.52290859,148.08180859,NOD000779,NOD000336,4964.4985,7003.32507,16.74,自有,PRD0156,普货,558.0,direct_historical_od_median
TSK000192,128.02978466,141.69853466,NOD000678,NOD000014,2042.0198,3217.66128,6.33,外协,PRD0167,普货,211.0,historical_distance_bin_median
TSK000239,128.53666074,138.87556074,NOD000777,NOD000341,6220.3517,7304.57712,21.87,自有,PRD0173,危货,540.0,direct_historical_od_median
TSK000245,129.04353681,152.85703681,NOD000777,NOD000149,8301.2747,10091.85426,32.319,自有,PRD0173,危货,798.0,direct_historical_od_median
TSK000247,129.55041288,166.35511288,NOD000790,NOD000100,7148.3582,10461.49461,26.58,外协,PRD0202,普货,886.0,historical_distance_bin_median
TSK000266,130.05728896,149.85768896,NOD000632,NOD000177,2353.0672,3753.82305,7.95,外协,PRD0058,普货,265.0,direct_historical_od_median
TSK000276,130.56416503,150.53746503,NOD000777,NOD000105,7797.4904,9443.40597,29.889,自有,PRD0173,危货,738.0,direct_historical_od_median
TSK000280,131.0710411,177.4768411,NOD000597,NOD000333,8754.6744,11326.17672,29.34,自有,PRD0212,普货,978.0,direct_historical_od_median
TSK000323,131.57791718,172.23661718,NOD000786,NOD000199,12313.6726,16085.44431,41.85,外协,PRD0193,普货,1395.0,historical_distance_bin_median
TSK000359,132.08479325,168.88949325,NOD000610,NOD000154,8516.3016,11431.68993,29.4,外协,PRD0210,普货,980.0,historical_distance_bin_median
