task_id,scenario_id,self_base_loss,outsourced_loss
T00001,S001,1.01214192,1.01214192
T00001,S002,5.19732274,5.19732274
T00001,S003,1.22786736,1.22786736
T00001,S004,1.20312082,1.20312082
T00001,S005,1.01121751,1.01121751
T00001,S006,7.59663103,7.59663103
T00001,S007,4.39785294,4.39785294
T00001,S008,0.001,0.001
T00001,S009,2.57452035,2.57452035
T00001,S010,4.43149817,4.43149817
T00001,S011,0.62076688,0.62076688
T00001,S012,0.83868916,0.83868916
T00001,S013,0.56395515,0.56395515
T00001,S014,5.30580381,5.30580381
T00001,S015,1.60843567,1.60843567
T00001,S016,0.61175381,0.61175381
T00001,S017,2.93904037,2.93904037
T00001,S018,0.21690593,0.21690593
T00001,S019,2.05655094,2.05655094
T00001,S020,0.08666593,0.08666593
T00001,S021,4.0932737,4.0932737
T00001,S022,2.3533614,2.3533614
T00001,S023,1.01296089,1.01296089
T00001,S024,2.14944212,2.14944212
T00001,S025,1.37869807,1.37869807
T00001,S026,0.58911111,0.58911111
T00001,S027,4.91896621,4.91896621
T00001,S028,0.410983,0.410983
T00001,S029,2.28171938,2.28171938
T00001,S030,2.20746036,2.20746036
T00001,S031,0.55525436,0.55525436
T00001,S032,0.001,0.001
T00001,S033,3.32408774,3.32408774
T00001,S034,0.86886529,0.86886529
T00001,S035,0.74535017,0.74535017
T00001,S036,0.45246002,0.45246002
T00001,S037,0.56068799,0.56068799
T00001,S038,0.09257091,0.09257091
T00001,S039,0.38828026,0.38828026
T00001,S040,0.72964044,0.72964044
T00001,S041,3.62105577,3.62105577
T00001,S042,1.19168922,1.19168922
T00001,S043,0.63955445,0.63955445
T00001,S044,1.83463397,1.83463397
T00001,S045,0.29086491,0.29086491
T00001,S046,0.87998313,0.87998313
T00001,S047,0.64201885,0.64201885
T00001,S048,0.26616583,0.26616583
T00001,S049,1.68742544,1.68742544
T00001,S050,0.001,0.001
T00001,S051,0.27534413,0.27534413
T00001,S052,1.85913417,1.85913417
T00001,S053,0.32611963,0.32611963
T00001,S054,1.14308277,1.14308277
T00001,S055,0.21098357,0.21098357
T00001,S056,1.06811718,1.06811718
T00001,S057,6.45050745,6.45050745
T00001,S058,0.27417316,0.27417316
T00001,S059,1.3524724,1.3524724
T00001,S060,0.84561465,0.84561465
T00001,S061,0.41383801,0.41383801
T00001,S062,1.61621494,1.61621494
T00001,S063,0.69593713,0.69593713
T00001,S064,0.4674461,0.4674461
T00001,S065,0.48422661,0.48422661
T00001,S066,2.12045906,2.12045906
T00001,S067,1.92295142,1.92295142
T00001,S068,0.429735,0.429735
T00001,S069,1.13670576,1.13670576
T00001,S070,0.76958828,0.76958828
T00001,S071,0.13568154,0.13568154
T00001,S072,0.6993933,0.6993933
T00001,S073,0.90860287,0.90860287
T00001,S074,2.84916102,2.84916102
T00001,S075,0.36492397,0.36492397
T00001,S076,2.05635269,2.05635269
T00001,S077,2.49465828,2.49465828
T00001,S078,0.05400311,0.05400311
T00001,S079,0.38468769,0.38468769
T00001,S080,1.49604591,1.49604591
