vehicle_id,task_id,q_ki
VEH000318,TSK000034,1
VEH000262,TSK000034,1
VEH000026,TSK000034,0
VEH000259,TSK000034,0
VEH000045,TSK000034,0
VEH000227,TSK000034,1
VEH000386,TSK000034,1
VEH000519,TSK000034,0
VEH000352,TSK000034,0
VEH000225,TSK000034,0
VEH000012,TSK000034,1
VEH000287,TSK000034,0
VEH000408,TSK000034,1
VEH000070,TSK000034,1
VEH000484,TSK000034,1
VEH000231,TSK000034,0
VEH000058,TSK000034,1
VEH000450,TSK000034,1
VEH000515,TSK000034,1
VEH000355,TSK000034,1
VEH000521,TSK000034,1
VEH000348,TSK000034,0
VEH000361,TSK000034,1
VEH000506,TSK000034,0
VEH000067,TSK000034,1
VEH000467,TSK000034,0
VEH000337,TSK000034,0
VEH000087,TSK000034,0
VEH000530,TSK000034,0
VEH000283,TSK000034,1
VEH000296,TSK000034,1
VEH000089,TSK000034,1
VEH000281,TSK000034,0
VEH000101,TSK000034,0
VEH000422,TSK000034,1
VEH000040,TSK000034,1
VEH000342,TSK000034,0
VEH000307,TSK000034,0
VEH000510,TSK000034,0
VEH000074,TSK000034,0
VEH000015,TSK000034,0
VEH000320,TSK000034,0
VEH000334,TSK000034,0
VEH000356,TSK000034,1
VEH000326,TSK000034,0
VEH000008,TSK000034,1
VEH000066,TSK000034,0
VEH000446,TSK000034,1
VEH000394,TSK000034,1
VEH000218,TSK000034,1
VEH000318,TSK000117,0
VEH000262,TSK000117,1
VEH000026,TSK000117,0
VEH000259,TSK000117,0
VEH000045,TSK000117,0
VEH000227,TSK000117,0
VEH000386,TSK000117,0
VEH000519,TSK000117,1
VEH000352,TSK000117,0
VEH000225,TSK000117,0
VEH000012,TSK000117,1
VEH000287,TSK000117,1
VEH000408,TSK000117,0
VEH000070,TSK000117,1
VEH000484,TSK000117,1
VEH000231,TSK000117,0
VEH000058,TSK000117,0
VEH000450,TSK000117,0
VEH000515,TSK000117,1
VEH000355,TSK000117,1
VEH000521,TSK000117,1
VEH000348,TSK000117,0
VEH000361,TSK000117,0
VEH000506,TSK000117,1
VEH000067,TSK000117,0
VEH000467,TSK000117,1
VEH000337,TSK000117,0
VEH000087,TSK000117,1
VEH000530,TSK000117,1
VEH000283,TSK000117,0
VEH000296,TSK000117,1
VEH000089,TSK000117,0
VEH000281,TSK000117,0
VEH000101,TSK000117,1
VEH000422,TSK000117,0
VEH000040,TSK000117,1
VEH000342,TSK000117,1
VEH000307,TSK000117,1
VEH000510,TSK000117,1
VEH000074,TSK000117,0
VEH000015,TSK000117,1
VEH000320,TSK000117,0
VEH000334,TSK000117,1
VEH000356,TSK000117,0
VEH000326,TSK000117,1
VEH000008,TSK000117,1
VEH000066,TSK000117,0
VEH000446,TSK000117,1
VEH000394,TSK000117,0
VEH000218,TSK000117,1
VEH000318,TSK000135,1
VEH000262,TSK000135,1
VEH000026,TSK000135,1
VEH000259,TSK000135,1
VEH000045,TSK000135,0
VEH000227,TSK000135,0
VEH000386,TSK000135,1
VEH000519,TSK000135,0
VEH000352,TSK000135,0
VEH000225,TSK000135,1
VEH000012,TSK000135,1
VEH000287,TSK000135,0
VEH000408,TSK000135,1
VEH000070,TSK000135,0
VEH000484,TSK000135,1
VEH000231,TSK000135,1
VEH000058,TSK000135,0
VEH000450,TSK000135,0
VEH000515,TSK000135,0
VEH000355,TSK000135,1
VEH000521,TSK000135,1
VEH000348,TSK000135,0
VEH000361,TSK000135,1
VEH000506,TSK000135,0
VEH000067,TSK000135,0
VEH000467,TSK000135,0
VEH000337,TSK000135,1
VEH000087,TSK000135,0
VEH000530,TSK000135,1
VEH000283,TSK000135,0
VEH000296,TSK000135,1
VEH000089,TSK000135,1
VEH000281,TSK000135,1
VEH000101,TSK000135,1
VEH000422,TSK000135,0
VEH000040,TSK000135,0
VEH000342,TSK000135,0
VEH000307,TSK000135,0
VEH000510,TSK000135,1
VEH000074,TSK000135,1
VEH000015,TSK000135,0
VEH000320,TSK000135,1
VEH000334,TSK000135,0
VEH000356,TSK000135,1
VEH000326,TSK000135,0
VEH000008,TSK000135,1
VEH000066,TSK000135,0
VEH000446,TSK000135,0
VEH000394,TSK000135,0
VEH000218,TSK000135,1
VEH000318,TSK000186,1
VEH000262,TSK000186,1
VEH000026,TSK000186,1
VEH000259,TSK000186,1
VEH000045,TSK000186,1
VEH000227,TSK000186,0
VEH000386,TSK000186,1
VEH000519,TSK000186,0
VEH000352,TSK000186,0
VEH000225,TSK000186,0
VEH000012,TSK000186,0
VEH000287,TSK000186,0
VEH000408,TSK000186,0
VEH000070,TSK000186,1
VEH000484,TSK000186,0
VEH000231,TSK000186,1
VEH000058,TSK000186,1
VEH000450,TSK000186,1
VEH000515,TSK000186,1
VEH000355,TSK000186,0
VEH000521,TSK000186,0
VEH000348,TSK000186,0
VEH000361,TSK000186,0
VEH000506,TSK000186,1
VEH000067,TSK000186,1
VEH000467,TSK000186,0
VEH000337,TSK000186,1
VEH000087,TSK000186,0
VEH000530,TSK000186,0
VEH000283,TSK000186,0
VEH000296,TSK000186,1
VEH000089,TSK000186,0
VEH000281,TSK000186,1
VEH000101,TSK000186,0
VEH000422,TSK000186,1
VEH000040,TSK000186,1
VEH000342,TSK000186,0
VEH000307,TSK000186,0
VEH000510,TSK000186,0
VEH000074,TSK000186,0
VEH000015,TSK000186,1
VEH000320,TSK000186,0
VEH000334,TSK000186,1
VEH000356,TSK000186,1
VEH000326,TSK000186,1
VEH000008,TSK000186,0
VEH000066,TSK000186,0
VEH000446,TSK000186,1
VEH000394,TSK000186,1
VEH000218,TSK000186,1
VEH000318,TSK000271,0
VEH000262,TSK000271,0
VEH000026,TSK000271,1
VEH000259,TSK000271,0
VEH000045,TSK000271,0
VEH000227,TSK000271,1
VEH000386,TSK000271,1
VEH000519,TSK000271,0
VEH000352,TSK000271,1
VEH000225,TSK000271,1
VEH000012,TSK000271,0
VEH000287,TSK000271,0
VEH000408,TSK000271,0
VEH000070,TSK000271,1
VEH000484,TSK000271,0
VEH000231,TSK000271,1
VEH000058,TSK000271,0
VEH000450,TSK000271,1
VEH000515,TSK000271,1
VEH000355,TSK000271,0
VEH000521,TSK000271,1
VEH000348,TSK000271,1
VEH000361,TSK000271,1
VEH000506,TSK000271,1
VEH000067,TSK000271,1
VEH000467,TSK000271,0
VEH000337,TSK000271,1
VEH000087,TSK000271,1
VEH000530,TSK000271,1
VEH000283,TSK000271,0
VEH000296,TSK000271,0
VEH000089,TSK000271,0
VEH000281,TSK000271,1
VEH000101,TSK000271,1
VEH000422,TSK000271,1
VEH000040,TSK000271,0
VEH000342,TSK000271,0
VEH000307,TSK000271,0
VEH000510,TSK000271,1
VEH000074,TSK000271,1
VEH000015,TSK000271,0
VEH000320,TSK000271,1
VEH000334,TSK000271,0
VEH000356,TSK000271,0
VEH000326,TSK000271,1
VEH000008,TSK000271,1
VEH000066,TSK000271,0
VEH000446,TSK000271,0
VEH000394,TSK000271,0
VEH000218,TSK000271,0
VEH000318,TSK000281,1
VEH000262,TSK000281,0
VEH000026,TSK000281,0
VEH000259,TSK000281,0
VEH000045,TSK000281,1
VEH000227,TSK000281,0
VEH000386,TSK000281,0
VEH000519,TSK000281,1
VEH000352,TSK000281,1
VEH000225,TSK000281,1
VEH000012,TSK000281,0
VEH000287,TSK000281,1
VEH000408,TSK000281,1
VEH000070,TSK000281,1
VEH000484,TSK000281,1
VEH000231,TSK000281,0
VEH000058,TSK000281,0
VEH000450,TSK000281,0
VEH000515,TSK000281,1
VEH000355,TSK000281,1
VEH000521,TSK000281,1
VEH000348,TSK000281,0
VEH000361,TSK000281,0
VEH000506,TSK000281,1
VEH000067,TSK000281,1
VEH000467,TSK000281,1
VEH000337,TSK000281,1
VEH000087,TSK000281,1
VEH000530,TSK000281,1
VEH000283,TSK000281,1
VEH000296,TSK000281,0
VEH000089,TSK000281,0
VEH000281,TSK000281,0
VEH000101,TSK000281,0
VEH000422,TSK000281,0
VEH000040,TSK000281,0
VEH000342,TSK000281,0
VEH000307,TSK000281,0
VEH000510,TSK000281,1
VEH000074,TSK000281,0
VEH000015,TSK000281,0
VEH000320,TSK000281,0
VEH000334,TSK000281,1
VEH000356,TSK000281,1
VEH000326,TSK000281,1
VEH000008,TSK000281,1
VEH000066,TSK000281,1
VEH000446,TSK000281,0
VEH000394,TSK000281,0
VEH000218,TSK000281,0
VEH000318,TSK000347,1
VEH000262,TSK000347,1
VEH000026,TSK000347,0
VEH000259,TSK000347,1
VEH000045,TSK000347,1
VEH000227,TSK000347,0
VEH000386,TSK000347,0
VEH000519,TSK000347,0
VEH000352,TSK000347,1
VEH000225,TSK000347,1
VEH000012,TSK000347,0
VEH000287,TSK000347,1
VEH000408,TSK000347,0
VEH000070,TSK000347,0
VEH000484,TSK000347,1
VEH000231,TSK000347,1
VEH000058,TSK000347,0
VEH000450,TSK000347,1
VEH000515,TSK000347,1
VEH000355,TSK000347,0
VEH000521,TSK000347,0
VEH000348,TSK000347,1
VEH000361,TSK000347,0
VEH000506,TSK000347,0
VEH000067,TSK000347,1
VEH000467,TSK000347,1
VEH000337,TSK000347,0
VEH000087,TSK000347,0
VEH000530,TSK000347,1
VEH000283,TSK000347,1
VEH000296,TSK000347,1
VEH000089,TSK000347,0
VEH000281,TSK000347,0
VEH000101,TSK000347,0
VEH000422,TSK000347,1
VEH000040,TSK000347,0
VEH000342,TSK000347,1
VEH000307,TSK000347,0
VEH000510,TSK000347,1
VEH000074,TSK000347,1
VEH000015,TSK000347,0
VEH000320,TSK000347,1
VEH000334,TSK000347,1
VEH000356,TSK000347,1
VEH000326,TSK000347,0
VEH000008,TSK000347,1
VEH000066,TSK000347,0
VEH000446,TSK000347,0
VEH000394,TSK000347,0
VEH000218,TSK000347,0
VEH000318,TSK000397,0
VEH000262,TSK000397,1
VEH000026,TSK000397,1
VEH000259,TSK000397,0
VEH000045,TSK000397,1
VEH000227,TSK000397,0
VEH000386,TSK000397,1
VEH000519,TSK000397,0
VEH000352,TSK000397,1
VEH000225,TSK000397,0
VEH000012,TSK000397,0
VEH000287,TSK000397,0
VEH000408,TSK000397,0
VEH000070,TSK000397,1
VEH000484,TSK000397,0
VEH000231,TSK000397,1
VEH000058,TSK000397,0
VEH000450,TSK000397,0
VEH000515,TSK000397,0
VEH000355,TSK000397,0
VEH000521,TSK000397,1
VEH000348,TSK000397,0
VEH000361,TSK000397,1
VEH000506,TSK000397,1
VEH000067,TSK000397,0
VEH000467,TSK000397,1
VEH000337,TSK000397,1
VEH000087,TSK000397,0
VEH000530,TSK000397,0
VEH000283,TSK000397,1
VEH000296,TSK000397,1
VEH000089,TSK000397,0
VEH000281,TSK000397,1
VEH000101,TSK000397,0
VEH000422,TSK000397,1
VEH000040,TSK000397,1
VEH000342,TSK000397,1
VEH000307,TSK000397,0
VEH000510,TSK000397,1
VEH000074,TSK000397,0
VEH000015,TSK000397,0
VEH000320,TSK000397,0
VEH000334,TSK000397,1
VEH000356,TSK000397,1
VEH000326,TSK000397,0
VEH000008,TSK000397,1
VEH000066,TSK000397,1
VEH000446,TSK000397,0
VEH000394,TSK000397,1
VEH000218,TSK000397,1
VEH000318,TSK000448,0
VEH000262,TSK000448,1
VEH000026,TSK000448,0
VEH000259,TSK000448,0
VEH000045,TSK000448,0
VEH000227,TSK000448,1
VEH000386,TSK000448,0
VEH000519,TSK000448,1
VEH000352,TSK000448,1
VEH000225,TSK000448,1
VEH000012,TSK000448,1
VEH000287,TSK000448,0
VEH000408,TSK000448,0
VEH000070,TSK000448,1
VEH000484,TSK000448,0
VEH000231,TSK000448,1
VEH000058,TSK000448,0
VEH000450,TSK000448,1
VEH000515,TSK000448,1
VEH000355,TSK000448,1
VEH000521,TSK000448,0
VEH000348,TSK000448,1
VEH000361,TSK000448,0
VEH000506,TSK000448,0
VEH000067,TSK000448,0
VEH000467,TSK000448,1
VEH000337,TSK000448,0
VEH000087,TSK000448,1
VEH000530,TSK000448,0
VEH000283,TSK000448,1
VEH000296,TSK000448,0
VEH000089,TSK000448,1
VEH000281,TSK000448,1
