scenario_id,probability,empty_risk_per_km
S001,0.01,0.0117048956
S002,0.01,0.0029554912
S003,0.01,0.0040163994
S004,0.01,0.0038505244
S005,0.01,0.0019145619
S006,0.01,0.0026899884
S007,0.01,0.0040589005
S008,0.01,0.0035920508
S009,0.01,0.0026274415
S010,0.01,0.00125
S011,0.01,0.0061372342
S012,0.01,0.0077129978
S013,0.01,0.00125
S014,0.01,0.0070434956
S015,0.01,0.0023894928
S016,0.01,0.00125
S017,0.01,0.005860421
S018,0.01,0.0033433423
S019,0.01,0.0029478677
S020,0.01,0.00125
S021,0.01,0.00125
S022,0.01,0.0077428963
S023,0.01,0.0106083858
S024,0.01,0.0056622163
S025,0.01,0.00125
S026,0.01,0.0033092003
S027,0.01,0.0038406797
S028,0.01,0.0020904084
S029,0.01,0.00125
S030,0.01,0.00125
S031,0.01,0.00125
S032,0.01,0.0059605681
S033,0.01,0.0031986641
S034,0.01,0.0022879932
S035,0.01,0.0054572339
S036,0.01,0.0043158248
S037,0.01,0.00125
S038,0.01,0.0040604357
S039,0.01,0.0017518306
S040,0.01,0.0042992496
S041,0.01,0.0069844469
S042,0.01,0.0031052233
S043,0.01,0.007172111
S044,0.01,0.0070434956
S045,0.01,0.00125
S046,0.01,0.0020270978
S047,0.01,0.00125
S048,0.01,0.0033885289
S049,0.01,0.00125
S050,0.01,0.00125
S051,0.01,0.0038232984
S052,0.01,0.0029470519
S053,0.01,0.0034551671
S054,0.01,0.0057578043
S055,0.01,0.0029554912
S056,0.01,0.0042166957
S057,0.01,0.0041391817
S058,0.01,0.0043747956
S059,0.01,0.0051502653
S060,0.01,0.0069039903
S061,0.01,0.0033212098
S062,0.01,0.00125
S063,0.01,0.0025500875
S064,0.01,0.00125
S065,0.01,0.003962464
S066,0.01,0.0106083858
S067,0.01,0.00125
S068,0.01,0.00125
S069,0.01,0.0056622163
S070,0.01,0.00125
S071,0.01,0.0024075552
S072,0.01,0.0036877841
S073,0.01,0.0046147029
S074,0.01,0.0053804063
S075,0.01,0.0021439682
S076,0.01,0.0076176366
S077,0.01,0.00125
S078,0.01,0.0130307971
S079,0.01,0.0053804063
S080,0.01,0.0054572339
S081,0.01,0.0064394281
S082,0.01,0.0043756448
S083,0.01,0.0025060512
S084,0.01,0.0062277188
S085,0.01,0.002553921
S086,0.01,0.0119354768
S087,0.01,0.0026870898
S088,0.01,0.0106083858
S089,0.01,0.00499034
S090,0.01,0.0034548269
S091,0.01,0.0064202899
S092,0.01,0.0031986641
S093,0.01,0.0026274415
S094,0.01,0.0061030897
S095,0.01,0.00125
S096,0.01,0.00125
S097,0.01,0.0055955497
S098,0.01,0.006352115
S099,0.01,0.00125
S100,0.01,0.00125
