vehicle_id,task_id,q_ki
VEH000281,TSK000023,0
VEH000037,TSK000023,1
VEH000339,TSK000023,0
VEH000231,TSK000023,0
VEH000450,TSK000023,0
VEH000027,TSK000023,0
VEH000530,TSK000023,1
VEH000280,TSK000023,1
VEH000085,TSK000023,1
VEH000349,TSK000023,0
VEH000330,TSK000023,0
VEH000340,TSK000023,1
VEH000248,TSK000023,1
VEH000356,TSK000023,0
VEH000078,TSK000023,0
VEH000484,TSK000023,1
VEH000067,TSK000023,0
VEH000257,TSK000023,1
VEH000429,TSK000023,0
VEH000403,TSK000023,1
VEH000385,TSK000023,0
VEH000300,TSK000023,1
VEH000222,TSK000023,1
VEH000477,TSK000023,1
VEH000063,TSK000023,0
VEH000225,TSK000023,1
VEH000287,TSK000023,0
VEH000089,TSK000023,0
VEH000504,TSK000023,0
VEH000515,TSK000023,1
VEH000375,TSK000023,1
VEH000312,TSK000023,0
VEH000048,TSK000023,1
VEH000047,TSK000023,1
VEH000525,TSK000023,1
VEH000042,TSK000023,1
VEH000264,TSK000023,0
VEH000227,TSK000023,1
VEH000006,TSK000023,0
VEH000228,TSK000023,0
VEH000058,TSK000023,1
VEH000306,TSK000023,1
VEH000098,TSK000023,1
VEH000218,TSK000023,1
VEH000318,TSK000023,0
VEH000008,TSK000023,0
VEH000241,TSK000023,0
VEH000101,TSK000023,0
VEH000221,TSK000023,0
VEH000426,TSK000023,1
VEH000281,TSK000100,0
VEH000037,TSK000100,0
VEH000339,TSK000100,1
VEH000231,TSK000100,0
VEH000450,TSK000100,0
VEH000027,TSK000100,0
VEH000530,TSK000100,0
VEH000280,TSK000100,1
VEH000085,TSK000100,1
VEH000349,TSK000100,1
VEH000330,TSK000100,0
VEH000340,TSK000100,0
VEH000248,TSK000100,1
VEH000356,TSK000100,1
VEH000078,TSK000100,1
VEH000484,TSK000100,0
VEH000067,TSK000100,0
VEH000257,TSK000100,0
VEH000429,TSK000100,0
VEH000403,TSK000100,0
VEH000385,TSK000100,1
VEH000300,TSK000100,1
VEH000222,TSK000100,0
VEH000477,TSK000100,1
VEH000063,TSK000100,1
VEH000225,TSK000100,1
VEH000287,TSK000100,1
VEH000089,TSK000100,1
VEH000504,TSK000100,1
VEH000515,TSK000100,0
VEH000375,TSK000100,0
