completed,instance_name,method,method_id,algorithm_name,algorithm_version,repeat,success,optimal_certified,objective,best_bound,global_gap,reduced_cost_filtering_complete,root_pricing_complete,total_wall_seconds,root_seconds,enumeration_seconds,finite_master_seconds,enumeration_complete,incomplete_reason,enumerated_route_count,explored_prefix_count,pruned_prefix_count,relevant_reduced_cost_cutoff,finite_master_gap,implicit_closure_used,implicit_closure_seconds,network_filter_seconds,root_cg_time,reduced_cost_filter_time,filtered_compact_build_time,filtered_compact_mip_time,fallback_bp_time,independent_validation_time,sparse_filtered_model_used
True,GD-4-250-2_REVISED_DERIVED,ECP-RCF,ECP_RCF,Equivalence-Class Pricing and Reduced-Cost Filtering,final,1,True,True,46357.24385236132,46357.24385236132,0.0,True,True,17.10069609999482,17.033491900001536,0.0,0.0,False,root_already_certified,0,0,0,0.0,0.0,False,0.0,0.0,17.033491900001536,0.0,0.0,0.0,0.0,0.0023520999966422096,False
True,GD-4-250-2_REVISED_DERIVED,ECP-RCF,ECP_RCF,Equivalence-Class Pricing and Reduced-Cost Filtering,final,2,True,True,46357.24385236132,46357.24385236132,0.0,True,True,17.36527429999842,17.290340100007597,0.0,0.0,False,root_already_certified,0,0,0,0.0,0.0,False,0.0,0.0,17.290340100007597,0.0,0.0,0.0,0.0,0.0023662000021431595,False
True,GD-4-250-2_REVISED_DERIVED,ECP-RCF,ECP_RCF,Equivalence-Class Pricing and Reduced-Cost Filtering,final,3,True,True,46357.24385236132,46357.24385236132,0.0,True,True,17.7753328000108,17.711123000000953,0.0,0.0,False,root_already_certified,0,0,0,0.0,0.0,False,0.0,0.0,17.711123000000953,0.0,0.0,0.0,0.0,0.0022547999978996813,False
True,GD-4-250-5_REVISED_DERIVED,ECP-RCF,ECP_RCF,Equivalence-Class Pricing and Reduced-Cost Filtering,final,1,True,True,47151.28316899456,47151.28316899456,0.0,True,True,17.222324300004402,17.15515900000173,0.0,0.0,False,root_already_certified,0,0,0,0.0,0.0,False,0.0,0.0,17.15515900000173,0.0,0.0,0.0,0.0,0.002482900003087707,False
True,GD-4-250-5_REVISED_DERIVED,ECP-RCF,ECP_RCF,Equivalence-Class Pricing and Reduced-Cost Filtering,final,2,True,True,47151.28316899456,47151.28316899456,0.0,True,True,17.393758099991828,17.309586199990008,0.0,0.0,False,root_already_certified,0,0,0,0.0,0.0,False,0.0,0.0,17.309586199990008,0.0,0.0,0.0,0.0,0.0027457999967737123,False
True,GD-4-250-5_REVISED_DERIVED,ECP-RCF,ECP_RCF,Equivalence-Class Pricing and Reduced-Cost Filtering,final,3,True,True,47151.28316899456,47151.28316899456,0.0,True,True,17.383640100000775,17.307702399994014,0.0,0.0,False,root_already_certified,0,0,0,0.0,0.0,False,0.0,0.0,17.307702399994014,0.0,0.0,0.0,0.0,0.0026046000130008906,False
True,GD-4-250-9_REVISED_DERIVED,ECP-RCF,ECP_RCF,Equivalence-Class Pricing and Reduced-Cost Filtering,final,1,True,True,45929.291180134336,45929.29118013434,0.0,True,True,16.760021500012954,16.70364910000353,0.0,0.0,False,root_bound_closure_certified,0,0,0,0.0,0.0,False,0.0,0.0,16.70364910000353,0.0,0.0,0.0,0.0,0.002696800002013333,False
True,GD-4-250-9_REVISED_DERIVED,ECP-RCF,ECP_RCF,Equivalence-Class Pricing and Reduced-Cost Filtering,final,2,True,True,45929.291180134336,45929.29118013434,0.0,True,True,16.873635199997807,16.814826599991648,0.0,0.0,False,root_bound_closure_certified,0,0,0,0.0,0.0,False,0.0,0.0,16.814826599991648,0.0,0.0,0.0,0.0,0.00283060000219848,False
True,GD-4-250-9_REVISED_DERIVED,ECP-RCF,ECP_RCF,Equivalence-Class Pricing and Reduced-Cost Filtering,final,3,True,True,45929.291180134336,45929.29118013434,0.0,True,True,16.71500469998864,16.661890499992296,0.0,0.0,False,root_bound_closure_certified,0,0,0,0.0,0.0,False,0.0,0.0,16.661890499992296,0.0,0.0,0.0,0.0,0.002570299999206327,False
False,GD-4-500-1_REVISED_DERIVED,ECP-RCF,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,GD-4-500-1_REVISED_DERIVED,ECP-RCF,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,GD-4-500-1_REVISED_DERIVED,ECP-RCF,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
True,GD-4-500-5_REVISED_DERIVED,ECP-RCF,ECP_RCF,Equivalence-Class Pricing and Reduced-Cost Filtering,final,1,True,True,93672.21016294768,93672.21016294765,0.0,True,True,249.29737520001072,248.94687850000628,0.0,0.0,False,root_bound_closure_certified,0,0,0,0.0,0.0,False,0.0,0.0,248.94687850000628,0.0,0.0,0.0,0.0,0.0097037000086857,False
True,GD-4-500-5_REVISED_DERIVED,ECP-RCF,ECP_RCF,Equivalence-Class Pricing and Reduced-Cost Filtering,final,2,True,True,93672.21016294768,93672.21016294765,0.0,True,True,243.84485199999472,242.11852619999263,0.0,0.0,False,root_bound_closure_certified,0,0,0,0.0,0.0,False,0.0,0.0,242.11852619999263,0.0,0.0,0.0,0.0,0.09970720000274014,False
True,GD-4-500-5_REVISED_DERIVED,ECP-RCF,ECP_RCF,Equivalence-Class Pricing and Reduced-Cost Filtering,final,3,True,True,93672.21016294768,93672.21016294765,0.0,True,True,270.3023531999934,269.91027320000285,0.0,0.0,False,root_bound_closure_certified,0,0,0,0.0,0.0,False,0.0,0.0,269.91027320000285,0.0,0.0,0.0,0.0,0.009140499998466112,False
True,GD-4-500-9_REVISED_DERIVED,ECP-RCF,ECP_RCF,Equivalence-Class Pricing and Reduced-Cost Filtering,final,1,True,True,91871.61194330954,91871.61194330954,0.0,True,True,467.1119752000086,305.41295650000393,0.0,0.0,False,explicit_route_limit_implicit_closure_complete,0,0,0,1.0500000000174623,,True,155.9729143000004,4.098031499990611,305.41295650000393,4.098031499990611,11.812998400011566,143.53717049999977,0.0,0.02079520000552293,True
True,GD-4-500-9_REVISED_DERIVED,ECP-RCF,ECP_RCF,Equivalence-Class Pricing and Reduced-Cost Filtering,final,2,True,True,91871.61194330954,91871.61194330954,0.0,True,True,470.10855370000354,305.06944900000235,0.0,0.0,False,explicit_route_limit_implicit_closure_complete,0,0,0,1.0500000000174623,,True,159.62639489999856,3.7848301000049105,305.06944900000235,3.7848301000049105,12.293988800010993,146.7664378999907,0.0,0.015495800005737692,True
True,GD-4-500-9_REVISED_DERIVED,ECP-RCF,ECP_RCF,Equivalence-Class Pricing and Reduced-Cost Filtering,final,3,True,True,91871.61194330954,91871.61194330954,0.0,True,True,472.1032065000036,312.79325839999365,0.0,0.0,False,explicit_route_limit_implicit_closure_complete,0,0,0,1.0500000000174623,,True,153.30934569999226,4.324359400008689,312.79325839999365,4.324359400008689,12.06887520001328,140.6503253999981,0.0,0.02240489999530837,True
True,GD-4-750-2_REVISED_DERIVED,ECP-RCF,ECP_RCF,Equivalence-Class Pricing and Reduced-Cost Filtering,final,1,True,False,147145.38974980198,,,False,False,1211.4438314,1210.3243258000002,0.0,0.0,False,root_not_ready,0,0,0,,,False,0.0,0.0,1210.3243258000002,0.0,0.0,0.0,0.0,0.0009303000115323812,False
True,GD-4-750-2_REVISED_DERIVED,ECP-RCF,ECP_RCF,Equivalence-Class Pricing and Reduced-Cost Filtering,final,2,True,False,147145.38974980198,,,False,False,1216.0030782999966,1214.9812868000008,0.0,0.0,False,root_not_ready,0,0,0,,,False,0.0,0.0,1214.9812868000008,0.0,0.0,0.0,0.0,0.0010194000060437247,False
