task_id,start_hour,finish_hour,origin_node_id,destination_node_id,self_cost,outsource_cost,base_risk,historical_mode,product_id,hazard_class
T00001,16.333333333333332,17.233333333333334,L0040,L0025,54.0,81.7,0.0,official_public_fixed_time_revised_derived,public,all
T00002,13.8,14.933333333333334,L0059,L0045,68.0,74.1,0.0,official_public_fixed_time_revised_derived,public,all
T00003,13.183333333333334,14.35,L0040,L0071,70.0,96.89999999999999,0.0,official_public_fixed_time_revised_derived,public,all
T00004,13.4,13.883333333333333,L0054,L0033,29.0,33.25,0.0,official_public_fixed_time_revised_derived,public,all
T00005,9.066666666666666,10.183333333333334,L0068,L0072,67.0,70.3,0.0,official_public_fixed_time_revised_derived,public,all
T00006,8.25,9.05,L0078,L0041,48.0,61.75,0.0,official_public_fixed_time_revised_derived,public,all
T00007,15.016666666666667,15.95,L0016,L0031,56.0,67.45,0.0,official_public_fixed_time_revised_derived,public,all
T00008,8.983333333333333,9.266666666666667,L0060,L0075,17.0,40.85,0.0,official_public_fixed_time_revised_derived,public,all
T00009,7.583333333333333,8.9,L0024,L0010,79.0,79.8,0.0,official_public_fixed_time_revised_derived,public,all
T00010,9.083333333333334,9.8,L0072,L0040,43.0,67.45,0.0,official_public_fixed_time_revised_derived,public,all
T00011,7.916666666666667,8.15,L0012,L0026,14.0,45.599999999999994,0.0,official_public_fixed_time_revised_derived,public,all
T00012,9.65,10.6,L0069,L0070,57.0,78.85,0.0,official_public_fixed_time_revised_derived,public,all
T00013,11.35,11.983333333333333,L0039,L0005,38.0,47.5,0.0,official_public_fixed_time_revised_derived,public,all
T00014,8.216666666666667,8.95,L0052,L0022,44.0,67.45,0.0,official_public_fixed_time_revised_derived,public,all
T00015,8.916666666666666,10.533333333333333,L0032,L0068,97.0,100.69999999999999,0.0,official_public_fixed_time_revised_derived,public,all
T00016,13.866666666666667,14.95,L0077,L0075,65.0,80.75,0.0,official_public_fixed_time_revised_derived,public,all
T00017,17.516666666666666,18.35,L0055,L0074,50.0,61.75,0.0,official_public_fixed_time_revised_derived,public,all
T00018,16.25,17.383333333333333,L0077,L0059,68.0,83.6,0.0,official_public_fixed_time_revised_derived,public,all
T00019,8.666666666666666,9.6,L0047,L0023,56.0,70.3,0.0,official_public_fixed_time_revised_derived,public,all
T00020,9.066666666666666,9.783333333333333,L0023,L0063,43.0,74.1,0.0,official_public_fixed_time_revised_derived,public,all
T00021,7.383333333333334,8.283333333333333,L0065,L0042,54.0,74.1,0.0,official_public_fixed_time_revised_derived,public,all
T00022,7.066666666666666,7.383333333333334,L0035,L0033,19.0,42.75,0.0,official_public_fixed_time_revised_derived,public,all
T00023,14.0,15.0,L0017,L0059,60.0,94.05,0.0,official_public_fixed_time_revised_derived,public,all
T00024,14.166666666666666,15.4,L0053,L0013,74.0,85.5,0.0,official_public_fixed_time_revised_derived,public,all
T00025,11.85,12.783333333333333,L0060,L0052,56.0,77.89999999999999,0.0,official_public_fixed_time_revised_derived,public,all
T00026,9.25,10.2,L0078,L0030,57.0,70.3,0.0,official_public_fixed_time_revised_derived,public,all
T00027,17.416666666666668,18.583333333333332,L0045,L0011,70.0,91.19999999999999,0.0,official_public_fixed_time_revised_derived,public,all
T00028,17.1,17.966666666666665,L0018,L0061,52.0,81.7,0.0,official_public_fixed_time_revised_derived,public,all
T00029,16.8,18.183333333333334,L0004,L0007,83.0,93.1,0.0,official_public_fixed_time_revised_derived,public,all
T00030,9.133333333333333,10.35,L0060,L0052,73.0,94.05,0.0,official_public_fixed_time_revised_derived,public,all
T00031,8.433333333333334,9.116666666666667,L0040,L0007,41.0,69.35,0.0,official_public_fixed_time_revised_derived,public,all
T00032,7.383333333333334,8.416666666666666,L0046,L0069,62.0,79.8,0.0,official_public_fixed_time_revised_derived,public,all
T00033,17.933333333333334,19.35,L0009,L0069,85.0,94.05,0.0,official_public_fixed_time_revised_derived,public,all
T00034,14.183333333333334,15.283333333333333,L0070,L0008,66.0,93.1,0.0,official_public_fixed_time_revised_derived,public,all
T00035,14.166666666666666,15.416666666666666,L0058,L0048,75.0,93.1,0.0,official_public_fixed_time_revised_derived,public,all
T00036,16.05,17.066666666666666,L0005,L0068,61.0,82.64999999999999,0.0,official_public_fixed_time_revised_derived,public,all
T00037,16.85,18.0,L0055,L0031,69.0,79.8,0.0,official_public_fixed_time_revised_derived,public,all
T00038,14.933333333333334,15.566666666666666,L0046,L0023,38.0,57.0,0.0,official_public_fixed_time_revised_derived,public,all
T00039,10.033333333333333,11.65,L0028,L0032,97.0,119.69999999999999,0.0,official_public_fixed_time_revised_derived,public,all
T00040,14.416666666666666,15.9,L0024,L0066,89.0,89.3,0.0,official_public_fixed_time_revised_derived,public,all
T00041,13.583333333333334,14.5,L0035,L0041,55.0,76.95,0.0,official_public_fixed_time_revised_derived,public,all
T00042,15.583333333333334,16.783333333333335,L0055,L0061,72.0,82.64999999999999,0.0,official_public_fixed_time_revised_derived,public,all
T00043,14.766666666666667,15.733333333333333,L0062,L0072,58.0,86.45,0.0,official_public_fixed_time_revised_derived,public,all
T00044,12.2,13.1,L0066,L0067,54.0,76.95,0.0,official_public_fixed_time_revised_derived,public,all
T00045,7.183333333333334,8.433333333333334,L0053,L0020,75.0,86.45,0.0,official_public_fixed_time_revised_derived,public,all
T00046,12.8,13.833333333333334,L0048,L0037,62.0,80.75,0.0,official_public_fixed_time_revised_derived,public,all
T00047,10.866666666666667,12.433333333333334,L0042,L0039,94.0,94.05,0.0,official_public_fixed_time_revised_derived,public,all
T00048,13.6,14.016666666666667,L0007,L0049,25.0,52.25,0.0,official_public_fixed_time_revised_derived,public,all
T00049,7.033333333333333,8.35,L0016,L0010,79.0,89.3,0.0,official_public_fixed_time_revised_derived,public,all
T00050,7.116666666666666,8.033333333333333,L0076,L0071,55.0,81.7,0.0,official_public_fixed_time_revised_derived,public,all
T00051,11.416666666666666,12.666666666666666,L0067,L0039,75.0,108.3,0.0,official_public_fixed_time_revised_derived,public,all
T00052,9.1,9.7,L0053,L0033,36.0,49.4,0.0,official_public_fixed_time_revised_derived,public,all
T00053,12.916666666666666,14.1,L0050,L0078,71.0,84.55,0.0,official_public_fixed_time_revised_derived,public,all
T00054,11.916666666666666,12.75,L0023,L0026,50.0,80.75,0.0,official_public_fixed_time_revised_derived,public,all
T00055,13.083333333333334,14.15,L0013,L0059,64.0,78.85,0.0,official_public_fixed_time_revised_derived,public,all
T00056,12.3,13.166666666666666,L0061,L0054,52.0,76.0,0.0,official_public_fixed_time_revised_derived,public,all
T00057,12.716666666666667,13.916666666666666,L0050,L0022,72.0,85.5,0.0,official_public_fixed_time_revised_derived,public,all
T00058,16.683333333333334,17.7,L0012,L0069,61.0,90.25,0.0,official_public_fixed_time_revised_derived,public,all
T00059,17.1,17.966666666666665,L0033,L0074,52.0,67.45,0.0,official_public_fixed_time_revised_derived,public,all
T00060,11.05,11.9,L0020,L0071,51.0,63.65,0.0,official_public_fixed_time_revised_derived,public,all
T00061,12.466666666666667,13.2,L0028,L0069,44.0,69.35,0.0,official_public_fixed_time_revised_derived,public,all
T00062,12.083333333333334,13.133333333333333,L0057,L0011,63.0,74.1,0.0,official_public_fixed_time_revised_derived,public,all
T00063,16.183333333333334,16.9,L0014,L0067,43.0,63.65,0.0,official_public_fixed_time_revised_derived,public,all
T00064,7.35,8.116666666666667,L0078,L0035,46.0,59.849999999999994,0.0,official_public_fixed_time_revised_derived,public,all
T00065,14.566666666666666,16.05,L0006,L0028,89.0,111.14999999999999,0.0,official_public_fixed_time_revised_derived,public,all
T00066,15.05,16.266666666666666,L0020,L0026,73.0,84.55,0.0,official_public_fixed_time_revised_derived,public,all
T00067,10.883333333333333,11.45,L0060,L0035,34.0,57.0,0.0,official_public_fixed_time_revised_derived,public,all
T00068,17.283333333333335,17.683333333333334,L0027,L0077,24.0,28.5,0.0,official_public_fixed_time_revised_derived,public,all
T00069,17.2,18.25,L0046,L0066,63.0,80.75,0.0,official_public_fixed_time_revised_derived,public,all
T00070,8.083333333333334,8.516666666666667,L0077,L0056,26.0,43.699999999999996,0.0,official_public_fixed_time_revised_derived,public,all
T00071,7.333333333333333,8.883333333333333,L0030,L0016,93.0,100.69999999999999,0.0,official_public_fixed_time_revised_derived,public,all
T00072,12.85,14.2,L0054,L0008,81.0,82.64999999999999,0.0,official_public_fixed_time_revised_derived,public,all
