scenario_id,probability,empty_risk_per_km
S001,0.01,0.0027066684
S002,0.01,0.00125
S003,0.01,0.00125
S004,0.01,0.0018950749
S005,0.01,0.00125
S006,0.01,0.005860421
S007,0.01,0.0027636068
S008,0.01,0.0037540378
S009,0.01,0.00125
S010,0.01,0.0106083858
S011,0.01,0.0054116053
S012,0.01,0.0028500885
S013,0.01,0.0031052233
S014,0.01,0.0020478845
S015,0.01,0.00125
S016,0.01,0.0085120899
S017,0.01,0.003607891
S018,0.01,0.0091389772
S019,0.01,0.00125
S020,0.01,0.00125
S021,0.01,0.005626118
S022,0.01,0.0091905883
S023,0.01,0.0047132632
S024,0.01,0.005860421
S025,0.01,0.0030838469
S026,0.01,0.0034551671
S027,0.01,0.00125
S028,0.01,0.00125
S029,0.01,0.0074548664
S030,0.01,0.00125
S031,0.01,0.00125
S032,0.01,0.0032031891
S033,0.01,0.00125
S034,0.01,0.00125
S035,0.01,0.00125
S036,0.01,0.0040598433
S037,0.01,0.00125
S038,0.01,0.00125
S039,0.01,0.0054572339
S040,0.01,0.0038979983
S041,0.01,0.0085120899
S042,0.01,0.0019273821
S043,0.01,0.0032827049
S044,0.01,0.0036717729
S045,0.01,0.00125
S046,0.01,0.0055955497
S047,0.01,0.0078847997
S048,0.01,0.0031673649
S049,0.01,0.0092045998
S050,0.01,0.0028285692
S051,0.01,0.0085120899
S052,0.01,0.0028936576
S053,0.01,0.0043622462
S054,0.01,0.0019273821
S055,0.01,0.005955006
S056,0.01,0.0030838469
S057,0.01,0.003782932
S058,0.01,0.0026290835
S059,0.01,0.0046973728
S060,0.01,0.0029761606
S061,0.01,0.0058979794
S062,0.01,0.0031218613
S063,0.01,0.0097599281
S064,0.01,0.007514411
S065,0.01,0.00125
S066,0.01,0.0084934945
S067,0.01,0.00125
S068,0.01,0.0032871367
S069,0.01,0.0143601269
S070,0.01,0.0068190915
S071,0.01,0.002770375
S072,0.01,0.0023780544
S073,0.01,0.005216074
S074,0.01,0.0028337435
S075,0.01,0.00125
S076,0.01,0.00125
S077,0.01,0.0018231154
S078,0.01,0.0030853784
S079,0.01,0.00125
S080,0.01,0.00125
S081,0.01,0.00125
S082,0.01,0.0069039903
S083,0.01,0.00125
S084,0.01,0.0033885289
S085,0.01,0.00125
S086,0.01,0.0018231154
S087,0.01,0.0024075552
S088,0.01,0.00125
S089,0.01,0.0026290835
S090,0.01,0.00125
S091,0.01,0.0021335049
S092,0.01,0.0073810323
S093,0.01,0.0024075552
S094,0.01,0.0028297043
S095,0.01,0.0021335049
S096,0.01,0.0028297043
S097,0.01,0.0048697547
S098,0.01,0.00125
S099,0.01,0.0061030897
S100,0.01,0.00125
