task_id,scenario_id,self_base_loss,outsourced_loss
TSK000010,S001,24.75917964,24.75917964
TSK000010,S002,28.83038888,28.83038888
TSK000010,S003,16.61027341,16.61027341
TSK000010,S004,16.42414392,16.42414392
TSK000010,S005,17.56282996,17.56282996
TSK000010,S006,21.60760043,21.60760043
TSK000010,S007,7.69897216,7.69897216
TSK000010,S008,20.35806108,20.35806108
TSK000010,S009,7.69897216,7.69897216
TSK000010,S010,7.69897216,7.69897216
TSK000010,S011,7.69897216,7.69897216
TSK000010,S012,33.37485842,33.37485842
TSK000010,S013,7.69897216,7.69897216
TSK000010,S014,28.73342338,28.73342338
TSK000010,S015,21.60760043,21.60760043
TSK000010,S016,90.96224654,90.96224654
TSK000010,S017,40.73651391,40.73651391
TSK000010,S018,13.72833351,13.72833351
TSK000010,S019,18.09006694,18.09006694
TSK000010,S020,36.37877927,36.37877927
TSK000010,S021,26.36748581,26.36748581
TSK000010,S022,19.09418003,19.09418003
TSK000010,S023,30.06140925,30.06140925
TSK000010,S024,11.43887011,11.43887011
TSK000010,S025,22.20807854,22.20807854
TSK000010,S026,20.35270048,20.35270048
TSK000010,S027,40.05624954,40.05624954
TSK000010,S028,14.48295467,14.48295467
TSK000010,S029,7.69897216,7.69897216
TSK000010,S030,25.37067029,25.37067029
TSK000010,S031,26.09716521,26.09716521
TSK000010,S032,7.69897216,7.69897216
TSK000010,S033,7.69897216,7.69897216
TSK000010,S034,7.69897216,7.69897216
TSK000010,S035,14.86303644,14.86303644
TSK000010,S036,7.69897216,7.69897216
TSK000010,S037,21.14323149,21.14323149
TSK000010,S038,27.98847442,27.98847442
TSK000010,S039,73.27556285,73.27556285
TSK000010,S040,24.61412816,24.61412816
TSK000010,S041,19.44601523,19.44601523
TSK000010,S042,24.9590575,24.9590575
TSK000010,S043,7.69897216,7.69897216
TSK000010,S044,35.06500715,35.06500715
TSK000010,S045,25.27900356,25.27900356
TSK000010,S046,7.69897216,7.69897216
TSK000010,S047,7.69897216,7.69897216
TSK000010,S048,41.14830219,41.14830219
TSK000010,S049,42.27699728,42.27699728
TSK000010,S050,7.69897216,7.69897216
TSK000010,S051,18.39321874,18.39321874
TSK000010,S052,13.77571017,13.77571017
TSK000010,S053,117.65410577,117.65410577
TSK000010,S054,19.17693412,19.17693412
TSK000010,S055,9.86344302,9.86344302
TSK000010,S056,26.38081474,26.38081474
TSK000010,S057,7.69897216,7.69897216
TSK000010,S058,52.27697982,52.27697982
TSK000010,S059,47.02424239,47.02424239
TSK000010,S060,18.88244866,18.88244866
TSK000010,S061,7.69897216,7.69897216
TSK000010,S062,36.82021926,36.82021926
TSK000010,S063,32.96911255,32.96911255
TSK000010,S064,7.69897216,7.69897216
TSK000010,S065,7.69897216,7.69897216
TSK000010,S066,56.76185143,56.76185143
TSK000010,S067,28.55209427,28.55209427
TSK000010,S068,7.69897216,7.69897216
TSK000010,S069,19.53558184,19.53558184
TSK000010,S070,7.69897216,7.69897216
TSK000010,S071,52.8523687,52.8523687
TSK000010,S072,16.49719125,16.49719125
TSK000010,S073,14.48295467,14.48295467
TSK000010,S074,17.72228874,17.72228874
TSK000010,S075,19.60959732,19.60959732
TSK000010,S076,61.55847981,61.55847981
TSK000010,S077,26.60339208,26.60339208
TSK000010,S078,14.04169251,14.04169251
TSK000010,S079,13.41506499,13.41506499
TSK000010,S080,28.73342338,28.73342338
TSK000010,S081,7.69897216,7.69897216
TSK000010,S082,43.4469515,43.4469515
TSK000010,S083,16.869092,16.869092
TSK000010,S084,39.63344825,39.63344825
TSK000010,S085,19.33575187,19.33575187
TSK000010,S086,7.69897216,7.69897216
TSK000010,S087,28.03715992,28.03715992
TSK000010,S088,51.16415069,51.16415069
TSK000010,S089,25.41763961,25.41763961
TSK000010,S090,55.96442591,55.96442591
TSK000010,S091,30.98914093,30.98914093
TSK000010,S092,24.33309695,24.33309695
TSK000010,S093,11.71473102,11.71473102
TSK000010,S094,90.96224654,90.96224654
TSK000010,S095,23.42296599,23.42296599
TSK000010,S096,88.7910826,88.7910826
TSK000010,S097,34.85849464,34.85849464
TSK000010,S098,23.25061401,23.25061401
TSK000010,S099,23.15029273,23.15029273
TSK000010,S100,26.73148196,26.73148196
TSK000012,S001,86.70504409,86.70504409
TSK000012,S002,89.52318885,89.52318885
TSK000012,S003,46.74155975,46.74155975
TSK000012,S004,46.60232914,46.60232914
TSK000012,S005,49.82053107,49.82053107
TSK000012,S006,61.87768462,61.87768462
TSK000012,S007,24.17089027,24.17089027
TSK000012,S008,51.73360201,51.73360201
TSK000012,S009,24.17089027,24.17089027
TSK000012,S010,24.17089027,24.17089027
TSK000012,S011,24.17089027,24.17089027
TSK000012,S012,102.01398519,102.01398519
TSK000012,S013,24.17089027,24.17089027
TSK000012,S014,86.02752897,86.02752897
TSK000012,S015,61.87768462,61.87768462
TSK000012,S016,320.43881139,320.43881139
TSK000012,S017,157.16083543,157.16083543
TSK000012,S018,42.04793077,42.04793077
TSK000012,S019,53.1586168,53.1586168
TSK000012,S020,119.25001826,119.25001826
TSK000012,S021,74.42108742,74.42108742
TSK000012,S022,62.24481988,62.24481988
TSK000012,S023,100.67218698,100.67218698
TSK000012,S024,31.93925844,31.93925844
TSK000012,S025,64.57455787,64.57455787
TSK000012,S026,53.99856278,53.99856278
TSK000012,S027,122.29332792,122.29332792
TSK000012,S028,41.46535251,41.46535251
TSK000012,S029,24.17089027,24.17089027
TSK000012,S030,83.3848293,83.3848293
TSK000012,S031,72.50031775,72.50031775
TSK000012,S032,24.17089027,24.17089027
TSK000012,S033,24.17089027,24.17089027
TSK000012,S034,24.17089027,24.17089027
TSK000012,S035,43.07674364,43.07674364
TSK000012,S036,24.17089027,24.17089027
