scenario_id,probability,empty_risk_per_km
S001,0.01,0.0038082421
S002,0.01,0.0043416926
S003,0.01,0.0025264019
S004,0.01,0.0025060512
S005,0.01,0.00283938
S006,0.01,0.0032871367
S007,0.01,0.00125
S008,0.01,0.0039285635
S009,0.01,0.00125
S010,0.01,0.00125
S011,0.01,0.00125
S012,0.01,0.0048697547
S013,0.01,0.00125
S014,0.01,0.0046147029
S015,0.01,0.0032871367
S016,0.01,0.0130307971
S017,0.01,0.0062277188
S018,0.01,0.0021335049
S019,0.01,0.0026870898
S020,0.01,0.0054085936
S021,0.01,0.0039709374
S022,0.01,0.0028958106
S023,0.01,0.0049121686
S024,0.01,0.0019062964
S025,0.01,0.003539258
S026,0.01,0.0029919433
S027,0.01,0.0059587021
S028,0.01,0.0022879932
S029,0.01,0.00125
S030,0.01,0.0039243074
S031,0.01,0.0037916771
S032,0.01,0.00125
S033,0.01,0.00125
S034,0.01,0.00125
S035,0.01,0.0023901186
S036,0.01,0.00125
S037,0.01,0.0036636668
S038,0.01,0.0042359371
S039,0.01,0.0119309122
S040,0.01,0.0037540378
S041,0.01,0.0031052233
S042,0.01,0.0035612108
S043,0.01,0.00125
S044,0.01,0.0052066579
S045,0.01,0.0038979983
S046,0.01,0.00125
S047,0.01,0.00125
S048,0.01,0.0061372342
S049,0.01,0.0069524247
S050,0.01,0.00125
S051,0.01,0.0032031891
S052,0.01,0.0021879685
S053,0.01,0.018484252
S054,0.01,0.0028685828
S055,0.01,0.0016872599
S056,0.01,0.0040336602
S057,0.01,0.00125
S058,0.01,0.0077428963
S059,0.01,0.0070434956
S060,0.01,0.0032418974
S061,0.01,0.00125
S062,0.01,0.0055881595
S063,0.01,0.0051299405
S064,0.01,0.00125
S065,0.01,0.00125
S066,0.01,0.0087740669
S067,0.01,0.0042793304
S068,0.01,0.00125
S069,0.01,0.0030853784
S070,0.01,0.00125
S071,0.01,0.0078722469
S072,0.01,0.0025999135
S073,0.01,0.0022879932
S074,0.01,0.002741511
S075,0.01,0.003056944
S076,0.01,0.0088623822
S077,0.01,0.0045153486
S078,0.01,0.0024164242
S079,0.01,0.0020270978
S080,0.01,0.0046147029
S081,0.01,0.00125
S082,0.01,0.0064681993
S083,0.01,0.0026324505
S084,0.01,0.0058051066
S085,0.01,0.0028936576
S086,0.01,0.00125
S087,0.01,0.0042481605
S088,0.01,0.0084357526
S089,0.01,0.0036877841
S090,0.01,0.0085120899
S091,0.01,0.006006208
S092,0.01,0.0035750171
S093,0.01,0.0019145619
S094,0.01,0.0130307971
S095,0.01,0.0036695469
S096,0.01,0.0131545038
S097,0.01,0.0052905619
S098,0.01,0.0035280323
S099,0.01,0.0043756448
S100,0.01,0.0039548145
