scenario_id,probability,empty_risk_per_km
S001,0.01,0.0074416989
S002,0.01,0.0046147029
S003,0.01,0.00125
S004,0.01,0.0038406797
S005,0.01,0.0062563572
S006,0.01,0.0037665041
S007,0.01,0.00125
S008,0.01,0.0034548269
S009,0.01,0.0016187712
S010,0.01,0.0092449092
S011,0.01,0.00125
S012,0.01,0.0025060512
S013,0.01,0.00125
S014,0.01,0.00125
S015,0.01,0.00125
S016,0.01,0.0029579387
S017,0.01,0.0023780544
S018,0.01,0.00125
S019,0.01,0.0069844469
S020,0.01,0.0092449092
S021,0.01,0.0035612108
S022,0.01,0.0035280323
S023,0.01,0.0116707701
S024,0.01,0.0018950749
S025,0.01,0.0028285692
S026,0.01,0.0029539018
S027,0.01,0.0042166957
S028,0.01,0.0096009178
S029,0.01,0.0032418974
S030,0.01,0.00125
S031,0.01,0.0035467202
S032,0.01,0.0092045998
S033,0.01,0.00125
S034,0.01,0.0031673649
S035,0.01,0.0092045998
S036,0.01,0.0042086943
S037,0.01,0.0076370654
S038,0.01,0.007092459
S039,0.01,0.0046821293
S040,0.01,0.00125
S041,0.01,0.0039285635
S042,0.01,0.0063202715
S043,0.01,0.0039795756
S044,0.01,0.0040163994
S045,0.01,0.00125
S046,0.01,0.00125
S047,0.01,0.0026051336
S048,0.01,0.004234179
S049,0.01,0.005216074
S050,0.01,0.00125
S051,0.01,0.00125
S052,0.01,0.0049101387
S053,0.01,0.013737937
S054,0.01,0.0019865581
S055,0.01,0.00125
S056,0.01,0.0028958106
S057,0.01,0.0041106678
S058,0.01,0.0029478677
S059,0.01,0.00125
S060,0.01,0.0039591921
S061,0.01,0.0131545038
S062,0.01,0.0022758004
S063,0.01,0.0043104964
S064,0.01,0.0044675381
S065,0.01,0.0054572339
S066,0.01,0.0061030897
S067,0.01,0.0026066817
S068,0.01,0.0051502653
S069,0.01,0.00125
S070,0.01,0.0034551671
S071,0.01,0.0025938111
S072,0.01,0.0042261413
S073,0.01,0.00125
S074,0.01,0.0059605681
S075,0.01,0.0043158248
S076,0.01,0.0044675381
S077,0.01,0.0051299405
S078,0.01,0.00125
S079,0.01,0.00125
S080,0.01,0.0088623822
S081,0.01,0.00125
S082,0.01,0.0091042844
S083,0.01,0.007999282
S084,0.01,0.00125
S085,0.01,0.00125
S086,0.01,0.0016187712
S087,0.01,0.0020446974
S088,0.01,0.00125
S089,0.01,0.0038505244
S090,0.01,0.00125
S091,0.01,0.0042457405
S092,0.01,0.0042709193
S093,0.01,0.00125
S094,0.01,0.00125
S095,0.01,0.0029373752
S096,0.01,0.00125
S097,0.01,0.00125
S098,0.01,0.0043104964
S099,0.01,0.003962464
S100,0.01,0.0064202899
