task_id,start_hour,finish_hour,origin_node_id,destination_node_id,self_cost,outsource_cost,base_risk,historical_mode,product_id,hazard_class,loaded_distance_km,duration_source
TSK000160,66.8857,72.0565,NOD000678,NOD000182,1734.833,3595.97084,5.31,外协,PRD0167,普货,177.0,direct_historical_od_median
TSK000409,72.07329286,85.74204286,NOD000632,NOD000028,2363.7957,4022.03208,6.75,外协,PRD0072,普货,225.0,historical_distance_bin_median
TSK000515,77.26088571,114.06558571,NOD000611,NOD000083,7850.0871,12921.63983,27.06,外协,PRD0179,普货,902.0,historical_distance_bin_median
TSK000547,82.44847857,126.04427857,NOD000598,NOD000618,8768.6207,14940.15743,31.44,外协,PRD0228,普货,1048.0,direct_historical_od_median
TSK000553,87.63607143,109.68097143,NOD000781,NOD000305,6638.2402,10943.40819,22.68,外协,PRD0262,普货,756.0,historical_distance_bin_median
TSK000606,92.82366429,105.55076429,NOD000678,NOD000017,2392.8611,4272.46699,7.95,自有,PRD0167,普货,265.0,direct_historical_od_median
TSK000668,98.01125714,121.22095714,NOD000678,NOD000372,5844.8593,9805.95462,19.98,自有,PRD0166,普货,666.0,direct_historical_od_median
TSK000767,103.19885,123.69465,NOD000779,NOD000140,326.354,1057.10209,0.33,自有,PRD0159,普货,11.0,direct_historical_od_median
TSK000826,108.38644286,128.92054286,NOD000790,NOD000341,4901.5771,8123.12446,16.2,外协,PRD0202,普货,540.0,historical_distance_bin_median
TSK000920,113.57403571,180.99903571,NOD000594,NOD000582,22385.8184,32870.50558,69.39,自有,PRD0247,普货,2313.0,direct_historical_od_median
TSK001029,118.76162857,139.25742857,NOD000779,NOD000140,151.2991,917.59657,0.33,自有,PRD0160,普货,11.0,direct_historical_od_median
TSK001115,123.94922143,160.75392143,NOD000678,NOD000559,7909.1946,12958.24167,27.18,自有,PRD0166,普货,906.0,historical_distance_bin_median
TSK001139,129.13681429,171.71861429,NOD000781,NOD000003,9969.7221,15457.64803,32.94,自有,PRD0262,普货,1098.0,direct_historical_od_median
TSK001263,134.32440714,174.98310714,NOD000597,NOD000110,9796.9181,15294.00543,32.64,自有,PRD0212,普货,1088.0,historical_distance_bin_median
TSK001281,139.512,150.9426,NOD000599,NOD000419,2932.0495,5691.21091,10.77,外协,PRD0226,普货,359.0,direct_historical_od_median
TSK001419,144.69959286,181.50429286,NOD000777,NOD000439,9939.9122,14777.202,39.8115,自有,PRD0173,危货,983.0,historical_distance_bin_median
TSK001425,149.88718571,170.38298571,NOD000779,NOD000140,151.2991,917.59657,0.33,外协,PRD0160,普货,11.0,direct_historical_od_median
TSK001440,155.07477857,177.11967857,NOD000678,NOD000776,6503.4759,11111.03334,22.86,外协,PRD0167,普货,762.0,historical_distance_bin_median
TSK001465,160.26237143,180.56067143,NOD000779,NOD000378,806.1914,2124.54572,2.01,自有,PRD0156,普货,67.0,direct_historical_od_median
TSK001492,165.44996429,187.49486429,NOD000597,NOD000431,7317.063,11387.77057,23.94,自有,PRD0212,普货,798.0,historical_distance_bin_median
TSK001621,170.63755714,188.99395714,NOD000645,NOD000319,5889.4274,9173.41282,18.9,外协,PRD0212,普货,630.0,direct_historical_od_median
TSK001784,175.82515,181.47155,NOD000611,NOD000128,1054.5567,1900.6207,2.01,外协,PRD0180,普货,67.0,historical_distance_bin_median
TSK001823,181.01274286,194.71454286,NOD000678,NOD000177,2561.5785,4595.20853,7.95,外协,PRD0167,普货,265.0,direct_historical_od_median
TSK001908,186.20033571,206.73443571,NOD000781,NOD000552,4561.0423,6837.66083,13.5,外协,PRD0262,普货,450.0,historical_distance_bin_median
TSK001912,191.38792857,230.35932857,NOD000786,NOD000194,9439.1581,15230.72848,32.28,外协,PRD0185,普货,1076.0,direct_historical_od_median
TSK002092,196.57552143,237.23422143,NOD000597,NOD000162,11196.2482,17401.13892,37.26,外协,PRD0212,普货,1242.0,historical_distance_bin_median
TSK002103,201.76311429,213.84601429,NOD000678,NOD000421,2267.8592,4415.64948,8.43,自有,PRD0149,普货,281.0,direct_historical_od_median
TSK002168,206.95070714,220.61945714,NOD000632,NOD000028,2442.7289,3981.96128,6.75,外协,PRD0072,普货,225.0,historical_distance_bin_median
TSK002188,212.1383,248.0596,NOD000599,NOD000048,8621.1376,13972.50998,29.49,外协,PRD0226,普货,983.0,direct_historical_od_median
TSK002302,217.32589286,223.78419286,NOD000779,NOD000416,3405.5493,5827.30863,10.68,自有,PRD0156,普货,356.0,direct_historical_od_median
TSK002313,222.51348571,263.17218571,NOD000603,NOD000619,8851.1272,14278.44748,30.3,外协,PRD0218,普货,1010.0,historical_distance_bin_median
TSK002338,227.70107857,248.62187857,NOD000632,NOD000627,2485.1351,4480.65904,7.95,外协,PRD0067,普货,265.0,direct_historical_od_median
TSK002403,232.88867143,245.61577143,NOD000678,NOD000017,2524.3806,4165.37198,7.95,外协,PRD0167,普货,265.0,direct_historical_od_median
TSK002409,238.07626429,251.74501429,NOD000632,NOD000019,2743.174,4070.0165,7.95,外协,PRD0093,普货,265.0,historical_distance_bin_median
TSK002515,243.26385714,270.18025714,NOD000780,NOD000316,7659.9824,12417.43602,25.86,自有,PRD0161,普货,862.0,direct_historical_od_median
TSK002607,248.45145,313.9785,NOD000607,NOD000674,21682.8175,31161.82971,66.33,外协,PRD0262,普货,2211.0,historical_distance_bin_median
TSK002623,253.63904286,281.69724286,NOD000781,NOD000430,8680.8311,13079.297,27.96,自有,PRD0262,普货,932.0,direct_historical_od_median
TSK002626,258.82663571,280.49023571,NOD000678,NOD000209,4027.4894,6442.44821,12.54,自有,PRD0166,普货,418.0,direct_historical_od_median
TSK002697,264.01422857,276.74132857,NOD000678,NOD000017,2524.3806,4165.37198,7.95,自有,PRD0167,普货,265.0,direct_historical_od_median
TSK002742,269.20182143,328.38282143,NOD000780,NOD000058,17765.0311,28966.59568,60.57,自有,PRD0162,普货,2019.0,direct_historical_od_median
TSK002894,274.38941429,287.11651429,NOD000678,NOD000017,2524.3806,4165.37198,7.95,外协,PRD0167,普货,265.0,direct_historical_od_median
TSK002924,279.57700714,320.23570714,NOD000777,NOD000179,10261.4028,15129.33554,41.067,自有,PRD0173,危货,1014.0,historical_distance_bin_median
TSK003005,284.7646,311.681,NOD000780,NOD000316,7659.9824,12417.43602,25.86,自有,PRD0161,普货,862.0,direct_historical_od_median
TSK003087,289.95219286,303.62094286,NOD000790,NOD000419,2984.6358,5624.18659,10.77,外协,PRD0202,普货,359.0,historical_distance_bin_median
TSK003174,295.13978571,324.30108571,NOD000632,NOD000366,7305.2944,11831.13041,24.84,自有,PRD0117,普货,828.0,direct_historical_od_median
TSK003269,300.32737857,324.00097857,NOD000678,NOD000496,6594.1867,10704.5235,22.29,自有,PRD0148,普货,743.0,direct_historical_od_median
TSK003276,305.51497143,371.04202143,NOD000611,NOD000084,20738.3191,30521.93815,64.86,外协,PRD0179,普货,2162.0,historical_distance_bin_median
TSK003403,310.70256429,330.70246429,NOD000678,NOD000168,6310.9608,10348.80627,21.27,自有,PRD0149,普货,709.0,direct_historical_od_median
TSK003516,315.89015714,351.38205714,NOD000645,NOD000154,8915.5998,13686.99651,29.4,外协,PRD0212,普货,980.0,direct_historical_od_median
TSK003665,321.07775,341.61535,NOD000678,NOD000284,5022.935,8007.06962,16.2,自有,PRD0167,普货,540.0,direct_historical_od_median
TSK003836,326.26534286,348.31024286,NOD000777,NOD000354,7384.9628,10444.26361,27.0945,自有,PRD0173,危货,669.0,historical_distance_bin_median
