task_id,start_hour,finish_hour,origin_node_id,destination_node_id,self_cost,outsource_cost,base_risk,historical_mode,product_id,hazard_class
T00001,17.883333333333333,18.616666666666667,L0059,L0024,44.0,77.89999999999999,0.0,official_public_fixed_time_revised_derived,public,all
T00002,16.966666666666665,18.233333333333334,L0043,L0065,76.0,79.8,0.0,official_public_fixed_time_revised_derived,public,all
T00003,17.7,18.3,L0008,L0026,36.0,53.199999999999996,0.0,official_public_fixed_time_revised_derived,public,all
T00004,9.933333333333334,10.8,L0027,L0053,52.0,74.1,0.0,official_public_fixed_time_revised_derived,public,all
T00005,7.616666666666666,9.216666666666667,L0021,L0054,96.0,102.6,0.0,official_public_fixed_time_revised_derived,public,all
T00006,7.9,9.433333333333334,L0010,L0025,92.0,96.89999999999999,0.0,official_public_fixed_time_revised_derived,public,all
T00007,15.266666666666667,16.033333333333335,L0074,L0016,46.0,52.25,0.0,official_public_fixed_time_revised_derived,public,all
T00008,17.833333333333332,18.4,L0008,L0032,34.0,51.3,0.0,official_public_fixed_time_revised_derived,public,all
T00009,12.233333333333333,13.183333333333334,L0013,L0037,57.0,62.699999999999996,0.0,official_public_fixed_time_revised_derived,public,all
T00010,11.25,12.966666666666667,L0060,L0078,103.0,107.35,0.0,official_public_fixed_time_revised_derived,public,all
T00011,13.05,13.966666666666667,L0050,L0073,55.0,88.35,0.0,official_public_fixed_time_revised_derived,public,all
T00012,17.633333333333333,18.383333333333333,L0036,L0022,45.0,72.2,0.0,official_public_fixed_time_revised_derived,public,all
T00013,7.25,8.15,L0063,L0041,54.0,72.2,0.0,official_public_fixed_time_revised_derived,public,all
T00014,11.133333333333333,12.25,L0032,L0006,67.0,88.35,0.0,official_public_fixed_time_revised_derived,public,all
T00015,8.266666666666667,9.333333333333334,L0055,L0014,64.0,84.55,0.0,official_public_fixed_time_revised_derived,public,all
T00016,11.333333333333334,12.233333333333333,L0076,L0031,54.0,73.14999999999999,0.0,official_public_fixed_time_revised_derived,public,all
T00017,11.183333333333334,12.383333333333333,L0013,L0009,72.0,76.95,0.0,official_public_fixed_time_revised_derived,public,all
T00018,13.15,14.216666666666667,L0030,L0028,64.0,84.55,0.0,official_public_fixed_time_revised_derived,public,all
T00019,7.683333333333334,8.25,L0062,L0004,34.0,57.0,0.0,official_public_fixed_time_revised_derived,public,all
T00020,15.25,16.483333333333334,L0076,L0056,74.0,92.14999999999999,0.0,official_public_fixed_time_revised_derived,public,all
T00021,17.05,17.433333333333334,L0031,L0041,23.0,59.849999999999994,0.0,official_public_fixed_time_revised_derived,public,all
T00022,12.266666666666667,13.45,L0056,L0070,71.0,97.85,0.0,official_public_fixed_time_revised_derived,public,all
T00023,13.133333333333333,14.166666666666666,L0005,L0070,62.0,77.89999999999999,0.0,official_public_fixed_time_revised_derived,public,all
T00024,10.3,11.016666666666667,L0029,L0057,43.0,68.39999999999999,0.0,official_public_fixed_time_revised_derived,public,all
T00025,17.833333333333332,18.266666666666666,L0036,L0061,26.0,54.15,0.0,official_public_fixed_time_revised_derived,public,all
T00026,11.4,12.883333333333333,L0074,L0006,89.0,93.1,0.0,official_public_fixed_time_revised_derived,public,all
T00027,17.216666666666665,18.416666666666668,L0067,L0014,72.0,88.35,0.0,official_public_fixed_time_revised_derived,public,all
T00028,17.15,17.283333333333335,L0075,L0004,8.0,39.9,0.0,official_public_fixed_time_revised_derived,public,all
T00029,14.133333333333333,15.25,L0033,L0006,67.0,92.14999999999999,0.0,official_public_fixed_time_revised_derived,public,all
T00030,12.6,13.466666666666667,L0017,L0025,52.0,69.35,0.0,official_public_fixed_time_revised_derived,public,all
T00031,13.766666666666667,14.433333333333334,L0023,L0048,40.0,74.1,0.0,official_public_fixed_time_revised_derived,public,all
T00032,8.716666666666667,9.816666666666666,L0014,L0009,66.0,70.3,0.0,official_public_fixed_time_revised_derived,public,all
T00033,16.55,17.4,L0064,L0040,51.0,76.95,0.0,official_public_fixed_time_revised_derived,public,all
T00034,9.783333333333333,10.966666666666667,L0035,L0033,71.0,97.85,0.0,official_public_fixed_time_revised_derived,public,all
T00035,10.283333333333333,10.916666666666666,L0036,L0023,38.0,65.55,0.0,official_public_fixed_time_revised_derived,public,all
T00036,14.1,14.5,L0067,L0062,24.0,42.75,0.0,official_public_fixed_time_revised_derived,public,all
T00037,9.1,9.7,L0026,L0020,36.0,66.5,0.0,official_public_fixed_time_revised_derived,public,all
T00038,10.416666666666666,11.35,L0048,L0017,56.0,71.25,0.0,official_public_fixed_time_revised_derived,public,all
T00039,8.983333333333333,9.966666666666667,L0071,L0022,59.0,85.5,0.0,official_public_fixed_time_revised_derived,public,all
T00040,13.066666666666666,13.3,L0058,L0005,14.0,29.45,0.0,official_public_fixed_time_revised_derived,public,all
T00041,7.7,8.15,L0018,L0054,27.0,49.4,0.0,official_public_fixed_time_revised_derived,public,all
T00042,7.583333333333333,8.016666666666667,L0073,L0064,26.0,42.75,0.0,official_public_fixed_time_revised_derived,public,all
T00043,10.766666666666667,12.033333333333333,L0047,L0014,76.0,95.0,0.0,official_public_fixed_time_revised_derived,public,all
T00044,16.7,17.6,L0034,L0053,54.0,84.55,0.0,official_public_fixed_time_revised_derived,public,all
T00045,7.116666666666666,7.9,L0041,L0016,47.0,74.1,0.0,official_public_fixed_time_revised_derived,public,all
T00046,8.55,9.966666666666667,L0053,L0011,85.0,91.19999999999999,0.0,official_public_fixed_time_revised_derived,public,all
T00047,17.633333333333333,18.316666666666666,L0052,L0059,41.0,67.45,0.0,official_public_fixed_time_revised_derived,public,all
