vehicle_id,initial_node_id,available_hour,risk_factor,risk_percentile,vehicle_type,hazard_class,admission_indicator
D00_V0001,L0000,0.0,1,0.0625,public_mdvsp_revised_derived,all,1
D00_V0002,L0000,0.0,2,0.125,public_mdvsp_revised_derived,all,1
D00_V0003,L0000,0.0,3,0.1875,public_mdvsp_revised_derived,all,1
D00_V0004,L0000,0.0,4,0.25,public_mdvsp_revised_derived,all,1
D00_V0005,L0000,0.0,5,0.3125,public_mdvsp_revised_derived,all,1
D00_V0006,L0000,0.0,6,0.375,public_mdvsp_revised_derived,all,1
D00_V0007,L0000,0.0,7,0.4375,public_mdvsp_revised_derived,all,1
D00_V0008,L0000,0.0,8,0.5,public_mdvsp_revised_derived,all,1
D00_V0009,L0000,0.0,9,0.5625,public_mdvsp_revised_derived,all,1
D00_V0010,L0000,0.0,10,0.625,public_mdvsp_revised_derived,all,1
D00_V0011,L0000,0.0,11,0.6875,public_mdvsp_revised_derived,all,1
D00_V0012,L0000,0.0,12,0.75,public_mdvsp_revised_derived,all,1
D00_V0013,L0000,0.0,13,0.8125,public_mdvsp_revised_derived,all,1
D00_V0014,L0000,0.0,14,0.875,public_mdvsp_revised_derived,all,1
D00_V0015,L0000,0.0,15,0.9375,public_mdvsp_revised_derived,all,1
D00_V0016,L0000,0.0,16,1.0,public_mdvsp_revised_derived,all,1
D00_V0017,L0000,0.0,1,0.0625,public_mdvsp_revised_derived,all,1
D00_V0018,L0000,0.0,2,0.125,public_mdvsp_revised_derived,all,1
D00_V0019,L0000,0.0,3,0.1875,public_mdvsp_revised_derived,all,1
D00_V0020,L0000,0.0,4,0.25,public_mdvsp_revised_derived,all,1
D00_V0021,L0000,0.0,5,0.3125,public_mdvsp_revised_derived,all,1
D00_V0022,L0000,0.0,6,0.375,public_mdvsp_revised_derived,all,1
D01_V0001,L0001,0.0,7,0.4375,public_mdvsp_revised_derived,all,1
D01_V0002,L0001,0.0,8,0.5,public_mdvsp_revised_derived,all,1
D01_V0003,L0001,0.0,9,0.5625,public_mdvsp_revised_derived,all,1
D01_V0004,L0001,0.0,10,0.625,public_mdvsp_revised_derived,all,1
D01_V0005,L0001,0.0,11,0.6875,public_mdvsp_revised_derived,all,1
D01_V0006,L0001,0.0,12,0.75,public_mdvsp_revised_derived,all,1
D01_V0007,L0001,0.0,13,0.8125,public_mdvsp_revised_derived,all,1
D01_V0008,L0001,0.0,14,0.875,public_mdvsp_revised_derived,all,1
D01_V0009,L0001,0.0,15,0.9375,public_mdvsp_revised_derived,all,1
D01_V0010,L0001,0.0,16,1.0,public_mdvsp_revised_derived,all,1
D01_V0011,L0001,0.0,1,0.0625,public_mdvsp_revised_derived,all,1
D01_V0012,L0001,0.0,2,0.125,public_mdvsp_revised_derived,all,1
D02_V0001,L0002,0.0,3,0.1875,public_mdvsp_revised_derived,all,1
D02_V0002,L0002,0.0,4,0.25,public_mdvsp_revised_derived,all,1
D02_V0003,L0002,0.0,5,0.3125,public_mdvsp_revised_derived,all,1
D02_V0004,L0002,0.0,6,0.375,public_mdvsp_revised_derived,all,1
D02_V0005,L0002,0.0,7,0.4375,public_mdvsp_revised_derived,all,1
D02_V0006,L0002,0.0,8,0.5,public_mdvsp_revised_derived,all,1
D02_V0007,L0002,0.0,9,0.5625,public_mdvsp_revised_derived,all,1
D02_V0008,L0002,0.0,10,0.625,public_mdvsp_revised_derived,all,1
D02_V0009,L0002,0.0,11,0.6875,public_mdvsp_revised_derived,all,1
D02_V0010,L0002,0.0,12,0.75,public_mdvsp_revised_derived,all,1
D02_V0011,L0002,0.0,13,0.8125,public_mdvsp_revised_derived,all,1
D02_V0012,L0002,0.0,14,0.875,public_mdvsp_revised_derived,all,1
D02_V0013,L0002,0.0,15,0.9375,public_mdvsp_revised_derived,all,1
D02_V0014,L0002,0.0,16,1.0,public_mdvsp_revised_derived,all,1
D02_V0015,L0002,0.0,1,0.0625,public_mdvsp_revised_derived,all,1
D02_V0016,L0002,0.0,2,0.125,public_mdvsp_revised_derived,all,1
D02_V0017,L0002,0.0,3,0.1875,public_mdvsp_revised_derived,all,1
D03_V0001,L0003,0.0,4,0.25,public_mdvsp_revised_derived,all,1
D03_V0002,L0003,0.0,5,0.3125,public_mdvsp_revised_derived,all,1
D03_V0003,L0003,0.0,6,0.375,public_mdvsp_revised_derived,all,1
D03_V0004,L0003,0.0,7,0.4375,public_mdvsp_revised_derived,all,1
D03_V0005,L0003,0.0,8,0.5,public_mdvsp_revised_derived,all,1
D03_V0006,L0003,0.0,9,0.5625,public_mdvsp_revised_derived,all,1
D03_V0007,L0003,0.0,10,0.625,public_mdvsp_revised_derived,all,1
D03_V0008,L0003,0.0,11,0.6875,public_mdvsp_revised_derived,all,1
D03_V0009,L0003,0.0,12,0.75,public_mdvsp_revised_derived,all,1
D03_V0010,L0003,0.0,13,0.8125,public_mdvsp_revised_derived,all,1
D03_V0011,L0003,0.0,14,0.875,public_mdvsp_revised_derived,all,1
D03_V0012,L0003,0.0,15,0.9375,public_mdvsp_revised_derived,all,1
D03_V0013,L0003,0.0,16,1.0,public_mdvsp_revised_derived,all,1
D03_V0014,L0003,0.0,1,0.0625,public_mdvsp_revised_derived,all,1
D03_V0015,L0003,0.0,2,0.125,public_mdvsp_revised_derived,all,1
D03_V0016,L0003,0.0,3,0.1875,public_mdvsp_revised_derived,all,1
D03_V0017,L0003,0.0,4,0.25,public_mdvsp_revised_derived,all,1
