vehicle_id,task_id,q_ki
VEH000086,TSK000021,1
VEH000277,TSK000021,0
VEH000506,TSK000021,1
VEH000066,TSK000021,1
VEH000366,TSK000021,0
VEH000379,TSK000021,1
VEH000257,TSK000021,0
VEH000016,TSK000021,1
VEH000027,TSK000021,0
VEH000085,TSK000021,0
VEH000317,TSK000021,0
VEH000079,TSK000021,1
VEH000036,TSK000021,1
VEH000524,TSK000021,1
VEH000342,TSK000021,1
VEH000308,TSK000021,1
VEH000440,TSK000021,0
VEH000528,TSK000021,0
VEH000033,TSK000021,1
VEH000218,TSK000021,1
VEH000015,TSK000021,1
VEH000084,TSK000021,1
VEH000522,TSK000021,0
VEH000523,TSK000021,1
VEH000248,TSK000021,0
VEH000222,TSK000021,1
VEH000375,TSK000021,1
VEH000278,TSK000021,0
VEH000050,TSK000021,1
VEH000488,TSK000021,1
VEH000373,TSK000021,0
VEH000301,TSK000021,0
VEH000093,TSK000021,0
VEH000515,TSK000021,1
VEH000328,TSK000021,0
VEH000306,TSK000021,1
VEH000419,TSK000021,1
VEH000329,TSK000021,0
VEH000309,TSK000021,0
VEH000092,TSK000021,1
VEH000533,TSK000021,1
VEH000303,TSK000021,0
VEH000320,TSK000021,1
VEH000049,TSK000021,0
VEH000433,TSK000021,1
VEH000275,TSK000021,0
VEH000226,TSK000021,0
VEH000514,TSK000021,1
VEH000337,TSK000021,1
VEH000064,TSK000021,0
VEH000354,TSK000021,1
VEH000052,TSK000021,1
VEH000376,TSK000021,0
VEH000097,TSK000021,1
VEH000511,TSK000021,1
VEH000334,TSK000021,1
VEH000031,TSK000021,1
VEH000267,TSK000021,0
VEH000247,TSK000021,1
VEH000411,TSK000021,0
VEH000330,TSK000021,0
VEH000298,TSK000021,1
VEH000259,TSK000021,0
VEH000221,TSK000021,0
VEH000251,TSK000021,1
VEH000068,TSK000021,1
VEH000378,TSK000021,0
VEH000424,TSK000021,0
VEH000300,TSK000021,1
VEH000458,TSK000021,0
VEH000089,TSK000021,0
VEH000274,TSK000021,0
VEH000394,TSK000021,1
VEH000048,TSK000021,1
VEH000008,TSK000021,1
VEH000249,TSK000021,0
VEH000340,TSK000021,0
VEH000504,TSK000021,0
VEH000231,TSK000021,0
VEH000280,TSK000021,0
VEH000028,TSK000021,0
VEH000428,TSK000021,1
VEH000331,TSK000021,0
VEH000290,TSK000021,0
VEH000091,TSK000021,1
VEH000353,TSK000021,0
VEH000326,TSK000021,0
VEH000094,TSK000021,0
VEH000427,TSK000021,0
VEH000408,TSK000021,0
VEH000459,TSK000021,1
VEH000287,TSK000021,0
VEH000045,TSK000021,0
VEH000478,TSK000021,1
VEH000389,TSK000021,0
VEH000467,TSK000021,0
VEH000416,TSK000021,1
VEH000314,TSK000021,1
VEH000358,TSK000021,1
VEH000392,TSK000021,1
VEH000086,TSK000031,1
VEH000277,TSK000031,0
VEH000506,TSK000031,1
VEH000066,TSK000031,0
VEH000366,TSK000031,0
VEH000379,TSK000031,0
VEH000257,TSK000031,1
VEH000016,TSK000031,0
VEH000027,TSK000031,1
VEH000085,TSK000031,1
VEH000317,TSK000031,1
VEH000079,TSK000031,1
VEH000036,TSK000031,0
VEH000524,TSK000031,0
VEH000342,TSK000031,0
VEH000308,TSK000031,1
VEH000440,TSK000031,1
VEH000528,TSK000031,0
VEH000033,TSK000031,0
VEH000218,TSK000031,1
VEH000015,TSK000031,0
VEH000084,TSK000031,1
VEH000522,TSK000031,0
VEH000523,TSK000031,1
VEH000248,TSK000031,0
VEH000222,TSK000031,0
VEH000375,TSK000031,0
VEH000278,TSK000031,1
VEH000050,TSK000031,1
VEH000488,TSK000031,0
VEH000373,TSK000031,0
VEH000301,TSK000031,0
VEH000093,TSK000031,1
VEH000515,TSK000031,1
VEH000328,TSK000031,1
VEH000306,TSK000031,1
VEH000419,TSK000031,0
VEH000329,TSK000031,0
VEH000309,TSK000031,1
VEH000092,TSK000031,0
VEH000533,TSK000031,0
VEH000303,TSK000031,1
VEH000320,TSK000031,0
VEH000049,TSK000031,0
VEH000433,TSK000031,0
VEH000275,TSK000031,0
VEH000226,TSK000031,0
VEH000514,TSK000031,1
VEH000337,TSK000031,1
VEH000064,TSK000031,1
VEH000354,TSK000031,1
VEH000052,TSK000031,0
VEH000376,TSK000031,1
VEH000097,TSK000031,0
VEH000511,TSK000031,0
VEH000334,TSK000031,0
VEH000031,TSK000031,1
VEH000267,TSK000031,1
VEH000247,TSK000031,1
VEH000411,TSK000031,0
VEH000330,TSK000031,1
VEH000298,TSK000031,1
VEH000259,TSK000031,0
VEH000221,TSK000031,1
VEH000251,TSK000031,1
