from_node_id,to_node_id,distance_km,travel_hours
NOD000003,NOD000592,1233.0,72.1466
NOD000003,NOD000593,1225.0,71.6785
NOD000003,NOD000594,1215.0,71.0934
NOD000003,NOD000596,1829.0,107.0204
NOD000003,NOD000597,1233.0,72.1466
NOD000003,NOD000599,1643.0,96.137
NOD000003,NOD000601,1231.0,72.0296
NOD000003,NOD000602,1460.0,85.4291
NOD000003,NOD000603,1231.0,72.0296
NOD000003,NOD000607,1081.0,63.2526
NOD000003,NOD000611,1231.0,72.0296
NOD000003,NOD000624,1916.0,112.111
NOD000003,NOD000632,1369.0,80.1044
NOD000003,NOD000645,1233.0,72.1466
NOD000003,NOD000647,1231.0,72.0296
NOD000003,NOD000675,1231.0,72.0296
NOD000003,NOD000678,1337.0,78.232
NOD000003,NOD000696,1225.0,71.6785
NOD000003,NOD000706,1793.0,104.9139
NOD000003,NOD000777,1643.0,96.137
NOD000003,NOD000779,1215.0,71.0934
NOD000003,NOD000780,1225.0,71.6785
NOD000003,NOD000781,1081.0,63.2526
NOD000003,NOD000785,1453.0,85.0195
NOD000003,NOD000786,1231.0,72.0296
NOD000003,NOD000789,1225.0,71.6785
NOD000003,NOD000790,1793.0,104.9139
NOD000003,NOD000794,2219.0,129.8405
NOD000003,NOD000795,1225.0,71.6785
NOD000006,NOD000592,236.0,13.8091
NOD000006,NOD000593,238.0,13.9261
NOD000006,NOD000594,238.0,13.9261
NOD000006,NOD000596,852.0,49.8531
NOD000006,NOD000597,231.0,13.5165
NOD000006,NOD000599,611.0,35.7515
NOD000006,NOD000601,244.0,14.2772
NOD000006,NOD000602,473.0,27.6767
NOD000006,NOD000603,244.0,14.2772
NOD000006,NOD000607,378.0,22.1179
NOD000006,NOD000611,244.0,14.2772
NOD000006,NOD000624,906.0,53.0128
NOD000006,NOD000632,392.0,22.9371
NOD000006,NOD000645,228.0,13.341
NOD000006,NOD000647,244.0,14.2772
NOD000006,NOD000675,244.0,14.2772
NOD000006,NOD000678,360.0,21.0647
NOD000006,NOD000696,228.0,13.341
NOD000006,NOD000706,764.0,44.704
NOD000006,NOD000777,228.0,13.341
NOD000006,NOD000779,238.0,13.9261
NOD000006,NOD000780,236.0,13.8091
NOD000006,NOD000781,372.0,21.7669
NOD000006,NOD000785,466.0,27.2671
NOD000006,NOD000786,236.0,13.8091
NOD000006,NOD000789,238.0,13.9261
NOD000006,NOD000790,763.0,44.6455
NOD000006,NOD000794,1232.0,72.0881
NOD000006,NOD000795,238.0,13.9261
NOD000007,NOD000592,861.0,50.3798
NOD000007,NOD000593,853.0,49.9116
NOD000007,NOD000594,853.0,49.9116
NOD000007,NOD000596,1467.0,85.8387
NOD000007,NOD000597,861.0,50.3798
NOD000007,NOD000599,1271.0,74.3701
NOD000007,NOD000601,859.0,50.2627
NOD000007,NOD000602,1088.0,63.6622
NOD000007,NOD000603,859.0,50.2627
NOD000007,NOD000607,993.0,58.1035
NOD000007,NOD000611,859.0,50.2627
NOD000007,NOD000624,1554.0,90.9293
NOD000007,NOD000632,1007.0,58.9227
NOD000007,NOD000645,861.0,50.3798
NOD000007,NOD000647,859.0,50.2627
NOD000007,NOD000675,837.0,48.9754
NOD000007,NOD000678,975.0,57.0502
NOD000007,NOD000696,853.0,49.9116
NOD000007,NOD000706,1421.0,83.1471
NOD000007,NOD000777,1271.0,74.3701
NOD000007,NOD000779,853.0,49.9116
NOD000007,NOD000780,853.0,49.9116
NOD000007,NOD000781,987.0,57.7524
NOD000007,NOD000785,1081.0,63.2526
NOD000007,NOD000786,859.0,50.2627
NOD000007,NOD000789,853.0,49.9116
NOD000007,NOD000790,1421.0,83.1471
NOD000007,NOD000794,1847.0,108.0736
NOD000007,NOD000795,853.0,49.9116
NOD000008,NOD000592,821.0,48.0392
NOD000008,NOD000593,839.0,49.0925
NOD000008,NOD000594,839.0,49.0925
NOD000008,NOD000596,1446.0,84.6099
NOD000008,NOD000597,829.0,48.5073
NOD000008,NOD000599,1252.0,73.2584
NOD000008,NOD000601,845.0,49.4435
NOD000008,NOD000602,1074.0,62.843
NOD000008,NOD000603,845.0,49.4435
NOD000008,NOD000607,979.0,57.2843
NOD000008,NOD000611,845.0,49.4435
NOD000008,NOD000624,1522.0,89.0569
NOD000008,NOD000632,986.0,57.6939
NOD000008,NOD000645,829.0,48.5073
NOD000008,NOD000647,845.0,49.4435
NOD000008,NOD000675,845.0,49.4435
NOD000008,NOD000678,954.0,55.8215
NOD000008,NOD000696,833.0,48.7414
NOD000008,NOD000706,1391.0,81.3917
NOD000008,NOD000777,1252.0,73.2584
NOD000008,NOD000779,839.0,49.0925
NOD000008,NOD000780,829.0,48.5073
NOD000008,NOD000781,973.0,56.9332
NOD000008,NOD000785,1067.0,62.4334
NOD000008,NOD000786,829.0,48.5073
NOD000008,NOD000789,839.0,49.0925
NOD000008,NOD000790,1391.0,81.3917
NOD000008,NOD000794,1833.0,107.2545
NOD000008,NOD000795,839.0,49.0925
NOD000009,NOD000592,1118.0,65.4176
NOD000009,NOD000593,1115.0,65.2421
NOD000009,NOD000594,1115.0,65.2421
NOD000009,NOD000596,1729.0,101.1691
NOD000009,NOD000597,1118.0,65.4176
NOD000009,NOD000599,1137.0,66.5294
NOD000009,NOD000601,1121.0,65.5932
NOD000009,NOD000602,1350.0,78.9926
NOD000009,NOD000603,1121.0,65.5932
NOD000009,NOD000607,1255.0,73.4339
NOD000009,NOD000611,1121.0,65.5932
NOD000009,NOD000624,1388.0,81.2161
NOD000009,NOD000632,1269.0,74.2531
NOD000009,NOD000645,1111.0,65.008
NOD000009,NOD000647,1121.0,65.5932
NOD000009,NOD000675,1121.0,65.5932
NOD000009,NOD000678,1237.0,72.3807
NOD000009,NOD000696,1115.0,65.2421
NOD000009,NOD000706,1245.0,72.8488
NOD000009,NOD000777,687.0,40.1985
NOD000009,NOD000779,1115.0,65.2421
NOD000009,NOD000780,1115.0,65.2421
NOD000009,NOD000781,1249.0,73.0828
NOD000009,NOD000785,1343.0,78.5831
NOD000009,NOD000786,1118.0,65.4176
NOD000009,NOD000789,1115.0,65.2421
NOD000009,NOD000790,1245.0,72.8488
NOD000009,NOD000794,2083.0,121.8827
NOD000009,NOD000795,1115.0,65.2421
NOD000014,NOD000592,344.0,20.1285
NOD000014,NOD000593,343.0,20.07
NOD000014,NOD000594,343.0,20.07
NOD000014,NOD000596,703.0,41.1347
NOD000014,NOD000597,344.0,20.1285
NOD000014,NOD000599,761.0,44.5284
NOD000014,NOD000601,349.0,20.4211
NOD000014,NOD000602,578.0,33.8206
NOD000014,NOD000603,349.0,20.4211
NOD000014,NOD000607,473.0,27.6767
NOD000014,NOD000611,349.0,20.4211
NOD000014,NOD000624,912.0,53.3639
NOD000014,NOD000632,211.0,12.3463
NOD000014,NOD000645,344.0,20.1285
NOD000014,NOD000647,349.0,20.4211
NOD000014,NOD000675,349.0,20.4211
NOD000014,NOD000678,211.0,12.3463
NOD000014,NOD000696,343.0,20.07
NOD000014,NOD000706,906.0,53.0128
NOD000014,NOD000777,761.0,44.5284
NOD000014,NOD000779,333.0,19.4849
NOD000014,NOD000780,336.0,19.6604
NOD000014,NOD000781,467.0,27.3256
NOD000014,NOD000785,571.0,33.411
NOD000014,NOD000786,344.0,20.1285
NOD000014,NOD000789,343.0,20.07
NOD000014,NOD000790,906.0,53.0128
NOD000014,NOD000794,1337.0,78.232
NOD000014,NOD000795,343.0,20.07
NOD000015,NOD000592,850.0,49.7361
NOD000015,NOD000593,849.0,49.6776
NOD000015,NOD000594,849.0,49.6776
NOD000015,NOD000596,225.0,13.1654
NOD000015,NOD000597,850.0,49.7361
NOD000015,NOD000599,1267.0,74.1361
NOD000015,NOD000601,855.0,50.0287
