task_id,start_hour,finish_hour,origin_node_id,destination_node_id,self_cost,outsource_cost,base_risk,historical_mode,product_id,hazard_class,loaded_distance_km,duration_source
TSK000171,41.6666,84.2484,NOD000781,NOD000003,9890.7889,12679.95168,32.94,外协,PRD0262,普货,1098.0,direct_historical_od_median
TSK000397,47.18828947,88.42158947,NOD000592,NOD000008,7320.5805,9951.55299,25.35,外协,PRD0200,普货,845.0,direct_historical_od_median
TSK000408,52.70997895,89.51467895,NOD000632,NOD000470,7751.1723,10523.8134,26.91,自有,PRD0078,普货,897.0,historical_distance_bin_median
TSK000592,58.23166842,78.72746842,NOD000779,NOD000140,326.354,864.90171,0.33,自有,PRD0159,普货,11.0,direct_historical_od_median
TSK000664,63.75335789,84.24915789,NOD000779,NOD000140,326.354,864.90171,0.33,自有,PRD0159,普货,11.0,direct_historical_od_median
TSK000966,69.27504737,109.77154737,NOD000780,NOD000583,9786.5069,13222.44756,34.08,外协,PRD0164,普货,1136.0,direct_historical_od_median
TSK001093,74.79673684,78.13503684,NOD000781,NOD000134,1398.9845,2780.9838,4.86,外协,PRD0262,普货,162.0,direct_historical_od_median
TSK001196,80.31842632,92.61212632,NOD000678,NOD000178,2236.6401,3333.97764,6.75,自有,PRD0167,普货,225.0,direct_historical_od_median
TSK001265,85.84011579,120.06251579,NOD000777,NOD000048,9939.9122,12090.438,39.8115,自有,PRD0173,危货,983.0,direct_historical_od_median
TSK001275,91.36180526,128.16650526,NOD000678,NOD000292,7255.7269,9747.12861,24.84,自有,PRD0166,普货,828.0,historical_distance_bin_median
TSK001349,96.88349474,118.92839474,NOD000678,NOD000776,6503.4759,9090.84546,22.86,外协,PRD0167,普货,762.0,historical_distance_bin_median
TSK001377,102.40518421,124.45008421,NOD000678,NOD000577,6996.9129,9485.38521,23.94,自有,PRD0149,普货,798.0,historical_distance_bin_median
TSK001492,107.92687368,129.97177368,NOD000597,NOD000431,7317.063,9317.26683,23.94,自有,PRD0212,普货,798.0,historical_distance_bin_median
TSK001672,113.44856316,126.93436316,NOD000678,NOD000419,2878.3927,4675.21668,10.77,外协,PRD0166,普货,359.0,direct_historical_od_median
TSK001701,118.97025263,125.44665263,NOD000632,NOD000182,2024.7905,2831.50899,5.31,外协,PRD0048,普货,177.0,direct_historical_od_median
TSK001705,124.49194211,144.29234211,NOD000632,NOD000177,2772.6028,3681.85212,7.95,外协,PRD0071,普货,265.0,direct_historical_od_median
TSK001750,130.01363158,150.54773158,NOD000789,NOD000536,4220.4946,6281.97669,15.12,外协,PRD0182,普货,504.0,historical_distance_bin_median
TSK001775,135.53532105,157.58022105,NOD000678,NOD000776,6503.4759,9090.84546,22.86,外协,PRD0167,普货,762.0,historical_distance_bin_median
TSK001890,141.05701053,181.71571053,NOD000779,NOD000296,6145.2829,12336.61122,31.17,自有,PRD0157,普货,1039.0,historical_distance_bin_median
TSK001908,146.5787,167.1128,NOD000781,NOD000552,4561.0423,5594.44977,13.5,外协,PRD0262,普货,450.0,historical_distance_bin_median
TSK001950,152.10038947,168.60578947,NOD000779,NOD000136,857.974,1455.28173,1.83,自有,PRD0159,普货,61.0,direct_historical_od_median
TSK002045,157.62207895,171.29082895,NOD000597,NOD000419,3187.6792,4573.02744,10.77,外协,PRD0212,普货,359.0,historical_distance_bin_median
TSK002417,163.14376842,203.80246842,NOD000601,NOD000343,11442.516,15253.34238,39.78,外协,PRD0229,普货,1326.0,historical_distance_bin_median
TSK002464,168.66545789,195.58185789,NOD000780,NOD000316,7659.9824,10159.72038,25.86,自有,PRD0161,普货,862.0,direct_historical_od_median
TSK002477,174.18714737,196.23204737,NOD000678,NOD000311,6445.3857,8912.55168,22.44,自有,PRD0169,普货,748.0,historical_distance_bin_median
TSK002653,179.70883684,216.51353684,NOD000790,NOD000100,7279.8777,10373.87133,26.58,外协,PRD0202,普货,886.0,historical_distance_bin_median
TSK002709,185.23052632,205.76462632,NOD000647,NOD000341,5033.0967,6558.56946,16.2,外协,PRD0188,普货,540.0,historical_distance_bin_median
TSK002719,190.75221579,258.17721579,NOD000594,NOD000582,22120.6082,26851.90311,69.39,自有,PRD0247,普货,2313.0,direct_historical_od_median
TSK002726,196.27390526,225.64810526,NOD000777,NOD000545,11677.4863,14149.44783,47.5065,自有,PRD0173,危货,1173.0,direct_historical_od_median
TSK002818,201.79559474,246.65559474,NOD000777,NOD000206,15646.4068,18822.50451,64.152,自有,PRD0173,危货,1584.0,direct_historical_od_median
TSK002883,207.31728421,219.61098421,NOD000678,NOD000178,2289.2265,3279.13956,6.75,外协,PRD0167,普货,225.0,direct_historical_od_median
TSK002995,212.83897368,233.33477368,NOD000779,NOD000140,203.8854,695.92266,0.33,外协,PRD0160,普货,11.0,direct_historical_od_median
TSK003026,218.36066316,232.02941316,NOD000678,NOD000014,2173.5394,3130.03809,6.33,外协,PRD0167,普货,211.0,historical_distance_bin_median
TSK003039,223.88235263,264.54105263,NOD000786,NOD000442,9626.8068,13122.64467,34.08,自有,PRD0255,普货,1136.0,historical_distance_bin_median
TSK003106,229.40404211,288.58504211,NOD000780,NOD000058,17765.0311,23699.94192,60.57,外协,PRD0162,普货,2019.0,direct_historical_od_median
TSK003584,234.92573158,275.58443158,NOD000678,NOD000574,10269.9363,13468.7682,35.07,自有,PRD0149,普货,1169.0,historical_distance_bin_median
TSK003607,240.44742105,262.92242105,NOD000678,NOD000026,1903.3439,2703.6774,5.31,外协,PRD0167,普货,177.0,direct_historical_od_median
TSK003668,245.96911053,264.54831053,NOD000678,NOD000539,4355.6892,5721.60654,14.1,外协,PRD0168,普货,470.0,direct_historical_od_median
TSK003758,251.4908,319.4208,NOD000777,NOD000055,21878.7824,25376.2074,86.913,自有,PRD0173,危货,2146.0,direct_historical_od_median
TSK003800,257.01248947,277.50828947,NOD000779,NOD000140,216.0344,633.72546,0.33,自有,PRD0160,普货,11.0,direct_historical_od_median
TSK003803,262.53417895,305.11597895,NOD000781,NOD000003,10037.7478,12528.89487,32.94,自有,PRD0262,普货,1098.0,direct_historical_od_median
TSK003818,268.05586842,294.97226842,NOD000780,NOD000316,7672.1314,10097.52309,25.86,自有,PRD0161,普货,862.0,direct_historical_od_median
TSK003856,273.57755789,290.64465789,NOD000632,NOD000017,2067.4459,3345.92982,7.95,外协,PRD0053,普货,265.0,direct_historical_od_median
TSK003874,279.09924737,309.13934737,NOD000777,NOD000195,10131.8626,12332.59164,41.067,自有,PRD0173,危货,1014.0,direct_historical_od_median
TSK003895,284.62093684,303.57053684,NOD000678,NOD000355,5562.6008,7226.56107,18.03,自有,PRD0169,普货,601.0,direct_historical_od_median
TSK003934,290.14262632,303.81137632,NOD000790,NOD000419,2996.7848,4539.41001,10.77,外协,PRD0202,普货,359.0,historical_distance_bin_median
TSK003937,295.66431579,334.63571579,NOD000786,NOD000194,9503.8934,12344.46984,32.28,外协,PRD0185,普货,1076.0,direct_historical_od_median
TSK003993,301.18600526,339.33030526,NOD000632,NOD000044,7983.7615,10482.23124,27.21,外协,PRD0040,普货,907.0,direct_historical_od_median
TSK004066,306.70769474,315.02019474,NOD000678,NOD000124,833.6626,1313.0577,1.44,外协,PRD0149,普货,48.0,historical_distance_bin_median
TSK004071,312.22938421,325.00018421,NOD000678,NOD000019,2544.2987,3345.68016,7.95,外协,PRD0167,普货,265.0,direct_historical_od_median
TSK004076,317.75107368,334.81817368,NOD000632,NOD000017,2634.2026,3280.96368,7.95,外协,PRD0095,普货,265.0,direct_historical_od_median
