scenario_id,probability,empty_risk_per_km
S001,0.01,0.006076125
S002,0.01,0.00125
S003,0.01,0.0060143286
S004,0.01,0.003330745
S005,0.01,0.00125
S006,0.01,0.00125
S007,0.01,0.0018231154
S008,0.01,0.005860421
S009,0.01,0.00125
S010,0.01,0.00125
S011,0.01,0.0055955497
S012,0.01,0.0036717729
S013,0.01,0.0020270978
S014,0.01,0.0043158248
S015,0.01,0.00125
S016,0.01,0.00125
S017,0.01,0.00125
S018,0.01,0.0039795756
S019,0.01,0.0055955497
S020,0.01,0.0096759339
S021,0.01,0.0069039903
S022,0.01,0.0032161683
S023,0.01,0.0028630946
S024,0.01,0.0043747956
S025,0.01,0.00125
S026,0.01,0.0038232984
S027,0.01,0.0062277188
S028,0.01,0.0037540378
S029,0.01,0.0043104964
S030,0.01,0.0026324505
S031,0.01,0.0046765818
S032,0.01,0.0070488988
S033,0.01,0.00125
S034,0.01,0.00125
S035,0.01,0.00125
S036,0.01,0.0036636668
S037,0.01,0.0035612108
S038,0.01,0.00125
S039,0.01,0.0040163994
S040,0.01,0.0025379436
S041,0.01,0.0074416989
S042,0.01,0.0143601269
S043,0.01,0.0023894928
S044,0.01,0.00125
S045,0.01,0.00125
S046,0.01,0.0091389772
S047,0.01,0.0029584893
S048,0.01,0.0025253585
S049,0.01,0.00125
S050,0.01,0.0029584893
S051,0.01,0.002553921
S052,0.01,0.0029324669
S053,0.01,0.001326843
S054,0.01,0.0040447954
S055,0.01,0.0053450113
S056,0.01,0.0042121328
S057,0.01,0.0021879685
S058,0.01,0.0064681993
S059,0.01,0.0040447954
S060,0.01,0.0040604357
S061,0.01,0.00125
S062,0.01,0.001326843
S063,0.01,0.00125
S064,0.01,0.0077129978
S065,0.01,0.015571741
S066,0.01,0.0019145619
S067,0.01,0.0034919078
S068,0.01,0.007212684
S069,0.01,0.00125
S070,0.01,0.00125
S071,0.01,0.0056622163
S072,0.01,0.007212684
S073,0.01,0.0021050345
S074,0.01,0.0038082421
S075,0.01,0.0020478845
S076,0.01,0.0039243074
S077,0.01,0.00125
S078,0.01,0.00125
S079,0.01,0.0022963064
S080,0.01,0.0040163994
S081,0.01,0.013317029
S082,0.01,0.0028685828
S083,0.01,0.0057578043
S084,0.01,0.0038232984
S085,0.01,0.0076370654
S086,0.01,0.0109788362
S087,0.01,0.0056541447
S088,0.01,0.0021439682
S089,0.01,0.00125
S090,0.01,0.0081336256
S091,0.01,0.008483702
S092,0.01,0.0082828512
S093,0.01,0.0042457405
S094,0.01,0.0042793304
S095,0.01,0.0054116053
S096,0.01,0.00125
S097,0.01,0.0042359371
S098,0.01,0.0019062964
S099,0.01,0.0019145619
S100,0.01,0.00125
