task_id,start_hour,finish_hour,origin_node_id,destination_node_id,self_cost,outsource_cost,base_risk,historical_mode,product_id,hazard_class
T00001,11.35,11.716666666666667,L0015,L0056,22.0,37.05,0.0,official_public_fixed_time_revised_derived,public,all
T00002,12.766666666666667,13.2,L0049,L0047,26.0,46.55,0.0,official_public_fixed_time_revised_derived,public,all
T00003,13.116666666666667,14.033333333333333,L0076,L0005,55.0,66.5,0.0,official_public_fixed_time_revised_derived,public,all
T00004,7.2,7.783333333333333,L0017,L0071,35.0,58.9,0.0,official_public_fixed_time_revised_derived,public,all
T00005,14.016666666666667,15.166666666666666,L0056,L0048,69.0,81.7,0.0,official_public_fixed_time_revised_derived,public,all
T00006,16.05,16.916666666666668,L0020,L0029,52.0,69.35,0.0,official_public_fixed_time_revised_derived,public,all
T00007,15.366666666666667,16.283333333333335,L0052,L0073,55.0,86.45,0.0,official_public_fixed_time_revised_derived,public,all
T00008,8.9,9.583333333333334,L0028,L0009,41.0,70.3,0.0,official_public_fixed_time_revised_derived,public,all
T00009,14.983333333333333,15.333333333333334,L0009,L0053,21.0,53.199999999999996,0.0,official_public_fixed_time_revised_derived,public,all
T00010,17.516666666666666,18.733333333333334,L0073,L0058,73.0,84.55,0.0,official_public_fixed_time_revised_derived,public,all
T00011,14.183333333333334,15.4,L0028,L0071,73.0,100.69999999999999,0.0,official_public_fixed_time_revised_derived,public,all
T00012,10.5,11.216666666666667,L0072,L0062,43.0,68.39999999999999,0.0,official_public_fixed_time_revised_derived,public,all
T00013,17.366666666666667,18.4,L0008,L0012,62.0,79.8,0.0,official_public_fixed_time_revised_derived,public,all
T00014,16.3,17.316666666666666,L0013,L0045,61.0,69.35,0.0,official_public_fixed_time_revised_derived,public,all
T00015,7.633333333333334,8.883333333333333,L0052,L0038,75.0,105.44999999999999,0.0,official_public_fixed_time_revised_derived,public,all
T00016,7.633333333333334,8.733333333333333,L0053,L0023,66.0,92.14999999999999,0.0,official_public_fixed_time_revised_derived,public,all
T00017,16.583333333333332,17.133333333333333,L0035,L0073,33.0,43.699999999999996,0.0,official_public_fixed_time_revised_derived,public,all
T00018,16.45,17.8,L0048,L0071,81.0,95.94999999999999,0.0,official_public_fixed_time_revised_derived,public,all
T00019,15.4,16.35,L0052,L0024,57.0,88.35,0.0,official_public_fixed_time_revised_derived,public,all
T00020,11.85,13.3,L0036,L0058,87.0,111.14999999999999,0.0,official_public_fixed_time_revised_derived,public,all
T00021,11.65,12.85,L0004,L0042,72.0,95.94999999999999,0.0,official_public_fixed_time_revised_derived,public,all
T00022,14.7,15.283333333333333,L0077,L0004,35.0,66.5,0.0,official_public_fixed_time_revised_derived,public,all
T00023,14.683333333333334,15.8,L0074,L0048,67.0,80.75,0.0,official_public_fixed_time_revised_derived,public,all
T00024,17.233333333333334,18.75,L0055,L0022,91.0,95.94999999999999,0.0,official_public_fixed_time_revised_derived,public,all
T00025,10.266666666666667,10.966666666666667,L0054,L0067,42.0,64.6,0.0,official_public_fixed_time_revised_derived,public,all
T00026,8.533333333333333,9.166666666666666,L0066,L0025,38.0,62.699999999999996,0.0,official_public_fixed_time_revised_derived,public,all
T00027,14.283333333333333,15.766666666666667,L0076,L0068,89.0,98.8,0.0,official_public_fixed_time_revised_derived,public,all
T00028,9.183333333333334,10.366666666666667,L0034,L0056,71.0,98.8,0.0,official_public_fixed_time_revised_derived,public,all
T00029,13.583333333333334,14.666666666666666,L0036,L0030,65.0,90.25,0.0,official_public_fixed_time_revised_derived,public,all
T00030,11.65,12.15,L0069,L0066,30.0,57.0,0.0,official_public_fixed_time_revised_derived,public,all
T00031,12.5,13.483333333333333,L0033,L0041,59.0,68.39999999999999,0.0,official_public_fixed_time_revised_derived,public,all
T00032,7.916666666666667,9.166666666666666,L0005,L0076,75.0,89.3,0.0,official_public_fixed_time_revised_derived,public,all
T00033,8.616666666666667,9.766666666666667,L0025,L0049,69.0,82.64999999999999,0.0,official_public_fixed_time_revised_derived,public,all
