scenario_id,probability,empty_risk_per_km
S001,0.01,0.0042155812
S002,0.01,0.00125
S003,0.01,0.0029584893
S004,0.01,0.0033885289
S005,0.01,0.0092449092
S006,0.01,0.0052490494
S007,0.01,0.0030853784
S008,0.01,0.013317029
S009,0.01,0.0044994259
S010,0.01,0.008483702
S011,0.01,0.00125
S012,0.01,0.0064681993
S013,0.01,0.0056160558
S014,0.01,0.00125
S015,0.01,0.0044675381
S016,0.01,0.0079182072
S017,0.01,0.0036636668
S018,0.01,0.00125
S019,0.01,0.0070488988
S020,0.01,0.00125
S021,0.01,0.0024348925
S022,0.01,0.00125
S023,0.01,0.00125
S024,0.01,0.004234179
S025,0.01,0.003782932
S026,0.01,0.00125
S027,0.01,0.0040568473
S028,0.01,0.0019062964
S029,0.01,0.0046973728
S030,0.01,0.00125
S031,0.01,0.007999282
S032,0.01,0.0020130758
S033,0.01,0.0033092003
S034,0.01,0.010453084
S035,0.01,0.0046147029
S036,0.01,0.0023894928
S037,0.01,0.0054338306
S038,0.01,0.0025566039
S039,0.01,0.0029373752
S040,0.01,0.0040568473
S041,0.01,0.003539258
S042,0.01,0.0019865581
S043,0.01,0.0119309122
S044,0.01,0.0024075552
S045,0.01,0.015571741
S046,0.01,0.00125
S047,0.01,0.0074548664
S048,0.01,0.0059605681
S049,0.01,0.0024075552
S050,0.01,0.0042317626
S051,0.01,0.0038458343
S052,0.01,0.00125
S053,0.01,0.0079872906
S054,0.01,0.0042457405
S055,0.01,0.00125
S056,0.01,0.0033433423
S057,0.01,0.0046821293
S058,0.01,0.0042709193
S059,0.01,0.005860421
S060,0.01,0.007172111
S061,0.01,0.0042166957
S062,0.01,0.0027730216
S063,0.01,0.0049101387
S064,0.01,0.0035996524
S065,0.01,0.0076370654
S066,0.01,0.0085120899
S067,0.01,0.0124953783
S068,0.01,0.0037169458
S069,0.01,0.0042898585
S070,0.01,0.00125
S071,0.01,0.0020904084
S072,0.01,0.0037169458
S073,0.01,0.0068190915
S074,0.01,0.0022963064
S075,0.01,0.0068190915
S076,0.01,0.0029579387
S077,0.01,0.00125
S078,0.01,0.0026274415
S079,0.01,0.00125
S080,0.01,0.0096009178
S081,0.01,0.00125
S082,0.01,0.0070488988
S083,0.01,0.0041194761
S084,0.01,0.0055881595
S085,0.01,0.013317029
S086,0.01,0.0025264019
S087,0.01,0.0021439682
S088,0.01,0.0029554912
S089,0.01,0.002834191
S090,0.01,0.0037182185
S091,0.01,0.00125
S092,0.01,0.0025264019
S093,0.01,0.0043747956
S094,0.01,0.0064211586
S095,0.01,0.0025060512
S096,0.01,0.00125
S097,0.01,0.0020270978
S098,0.01,0.0026066817
S099,0.01,0.0044675381
S100,0.01,0.013317029
