task_id,scenario_id,self_base_loss,outsourced_loss
TSK000012,S001,97.10477364,97.10477364
TSK000012,S002,23.58878387,23.58878387
TSK000012,S003,51.46332265,51.46332265
TSK000012,S004,72.49936178,72.49936178
TSK000012,S005,222.82179786,222.82179786
TSK000012,S006,106.32668088,106.32668088
TSK000012,S007,54.39915982,54.39915982
TSK000012,S008,316.3318358,316.3318358
TSK000012,S009,86.52243947,86.52243947
TSK000012,S010,203.22011967,203.22011967
TSK000012,S011,23.58878387,23.58878387
TSK000012,S012,141.02513526,141.02513526
TSK000012,S013,104.15542485,104.15542485
TSK000012,S014,23.58878387,23.58878387
TSK000012,S015,82.56424016,82.56424016
TSK000012,S016,163.49836004,163.49836004
TSK000012,S017,53.42367801,53.42367801
TSK000012,S018,23.58878387,23.58878387
TSK000012,S019,147.01170321,147.01170321
TSK000012,S020,23.58878387,23.58878387
TSK000012,S021,42.0621752,42.0621752
TSK000012,S022,23.58878387,23.58878387
TSK000012,S023,23.58878387,23.58878387
TSK000012,S024,76.15928364,76.15928364
TSK000012,S025,84.19799756,84.19799756
TSK000012,S026,23.58878387,23.58878387
TSK000012,S027,77.61892856,77.61892856
TSK000012,S028,31.44644471,31.44644471
TSK000012,S029,96.78995894,96.78995894
TSK000012,S030,23.58878387,23.58878387
TSK000012,S031,153.96856199,153.96856199
TSK000012,S032,35.81722451,35.81722451
TSK000012,S033,62.87623604,62.87623604
TSK000012,S034,206.24778825,206.24778825
TSK000012,S035,83.86952453,83.86952453
TSK000012,S036,55.78006067,55.78006067
TSK000012,S037,114.62857937,114.62857937
TSK000012,S038,48.01792798,48.01792798
TSK000012,S039,52.50509903,52.50509903
TSK000012,S040,77.61892856,77.61892856
TSK000012,S041,62.9380737,62.9380737
TSK000012,S042,33.48410795,33.48410795
TSK000012,S043,235.96619521,235.96619521
TSK000012,S044,42.59952177,42.59952177
TSK000012,S045,346.09257012,346.09257012
TSK000012,S046,23.58878387,23.58878387
TSK000012,S047,162.45626043,162.45626043
TSK000012,S048,144.45933977,144.45933977
TSK000012,S049,42.59952177,42.59952177
TSK000012,S050,90.17794813,90.17794813
TSK000012,S051,76.74483948,76.74483948
TSK000012,S052,23.58878387,23.58878387
TSK000012,S053,177.66569646,177.66569646
TSK000012,S054,88.54179699,88.54179699
TSK000012,S055,23.58878387,23.58878387
TSK000012,S056,63.63946618,63.63946618
TSK000012,S057,95.43880161,95.43880161
TSK000012,S058,81.19673331,81.19673331
TSK000012,S059,117.82725293,117.82725293
TSK000012,S060,155.09046571,155.09046571
TSK000012,S061,84.22148349,84.22148349
TSK000012,S062,51.37560828,51.37560828
TSK000012,S063,101.66107288,101.66107288
TSK000012,S064,64.37499658,64.37499658
TSK000012,S065,149.73729563,149.73729563
TSK000012,S066,208.24858088,208.24858088
TSK000012,S067,282.40266565,282.40266565
TSK000012,S068,58.11291739,58.11291739
TSK000012,S069,84.46595319,84.46595319
TSK000012,S070,23.58878387,23.58878387
TSK000012,S071,39.84085429,39.84085429
TSK000012,S072,58.11291739,58.11291739
TSK000012,S073,148.62629859,148.62629859
TSK000012,S074,46.48216244,46.48216244
TSK000012,S075,148.62629859,148.62629859
TSK000012,S076,65.02975442,65.02975442
TSK000012,S077,23.58878387,23.58878387
TSK000012,S078,46.34716016,46.34716016
TSK000012,S079,23.58878387,23.58878387
TSK000012,S080,220.01269945,220.01269945
TSK000012,S081,23.58878387,23.58878387
TSK000012,S082,147.01170321,147.01170321
TSK000012,S083,80.69778398,80.69778398
TSK000012,S084,110.60640339,110.60640339
TSK000012,S085,316.3318358,316.3318358
TSK000012,S086,45.89941263,45.89941263
TSK000012,S087,35.2327765,35.2327765
TSK000012,S088,54.51963324,54.51963324
TSK000012,S089,51.06436595,51.06436595
TSK000012,S090,66.32820138,66.32820138
TSK000012,S091,23.58878387,23.58878387
TSK000012,S092,45.89941263,45.89941263
TSK000012,S093,85.51053284,85.51053284
TSK000012,S094,119.81501535,119.81501535
TSK000012,S095,45.71389039,45.71389039
TSK000012,S096,23.58878387,23.58878387
TSK000012,S097,36.82067335,36.82067335
TSK000012,S098,44.17921846,44.17921846
TSK000012,S099,82.56424016,82.56424016
TSK000012,S100,316.3318358,316.3318358
TSK000066,S001,27.96776959,27.96776959
TSK000066,S002,7.84015542,7.84015542
TSK000066,S003,19.25385973,19.25385973
TSK000066,S004,22.73873221,22.73873221
TSK000066,S005,62.34630889,62.34630889
TSK000066,S006,34.69037295,34.69037295
TSK000066,S007,19.69549348,19.69549348
TSK000066,S008,93.44700856,93.44700856
TSK000066,S009,28.90125941,28.90125941
TSK000066,S010,57.52451893,57.52451893
TSK000066,S011,7.84015542,7.84015542
TSK000066,S012,43.74409581,43.74409581
TSK000066,S013,32.4489982,32.4489982
TSK000066,S014,7.84015542,7.84015542
TSK000066,S015,29.90405114,29.90405114
TSK000066,S016,53.70179637,53.70179637
TSK000066,S017,21.58859604,21.58859604
TSK000066,S018,7.84015542,7.84015542
TSK000066,S019,47.21672194,47.21672194
TSK000066,S020,7.84015542,7.84015542
TSK000066,S021,15.43672719,15.43672719
TSK000066,S022,7.84015542,7.84015542
TSK000066,S023,7.84015542,7.84015542
TSK000066,S024,27.66286292,27.66286292
TSK000066,S025,24.47553758,24.47553758
TSK000066,S026,7.84015542,7.84015542
TSK000066,S027,27.12741799,27.12741799
TSK000066,S028,11.60495354,11.60495354
TSK000066,S029,31.3472469,31.3472469
TSK000066,S030,7.84015542,7.84015542
TSK000066,S031,54.74359972,54.74359972
TSK000066,S032,12.68899956,12.68899956
TSK000066,S033,22.30299815,22.30299815
TSK000066,S034,68.12193529,68.12193529
TSK000066,S035,29.24106227,29.24106227
TSK000066,S036,15.73083732,15.73083732
TSK000066,S037,36.33457619,36.33457619
TSK000066,S038,16.35001091,16.35001091
TSK000066,S039,19.04488073,19.04488073
TSK000066,S040,27.12741799,27.12741799
TSK000066,S041,22.55759218,22.55759218
TSK000066,S042,12.32368319,12.32368319
TSK000066,S043,75.38797964,75.38797964
TSK000066,S044,15.31658653,15.31658653
TSK000066,S045,106.68438173,106.68438173
TSK000066,S046,7.84015542,7.84015542
TSK000066,S047,50.87099695,50.87099695
TSK000066,S048,40.0098766,40.0098766
TSK000066,S049,15.31658653,15.31658653
TSK000066,S050,28.0297007,28.0297007
TSK000066,S051,27.23443269,27.23443269
TSK000066,S052,7.84015542,7.84015542
TSK000066,S053,52.64532108,52.64532108
TSK000066,S054,27.4546994,27.4546994
TSK000066,S055,7.84015542,7.84015542
TSK000066,S056,21.38022657,21.38022657
TSK000066,S057,31.06445598,31.06445598
TSK000066,S058,29.16808266,29.16808266
TSK000066,S059,37.97878319,37.97878319
TSK000066,S060,48.5158347,48.5158347
TSK000066,S061,28.2333719,28.2333719
TSK000066,S062,18.32906006,18.32906006
TSK000066,S063,32.60333288,32.60333288
TSK000066,S064,23.51513346,23.51513346
TSK000066,S065,51.87126031,51.87126031
TSK000066,S066,57.15706038,57.15706038
TSK000066,S067,82.59367035,82.59367035
TSK000066,S068,21.93167418,21.93167418
TSK000066,S069,28.07725174,28.07725174
TSK000066,S070,7.84015542,7.84015542
TSK000066,S071,13.73608083,13.73608083
TSK000066,S072,21.93167418,21.93167418
TSK000066,S073,45.79045879,45.79045879
TSK000066,S074,15.13033862,15.13033862
TSK000066,S075,45.79045879,45.79045879
TSK000066,S076,19.57799028,19.57799028
TSK000066,S077,7.84015542,7.84015542
TSK000066,S078,17.14039762,17.14039762
TSK000066,S079,7.84015542,7.84015542
TSK000066,S080,65.36287459,65.36287459
TSK000066,S081,7.84015542,7.84015542
TSK000066,S082,47.21672194,47.21672194
TSK000066,S083,27.08368604,27.08368604
TSK000066,S084,37.43500227,37.43500227
TSK000066,S085,93.44700856,93.44700856
TSK000066,S086,16.5003924,16.5003924
TSK000066,S087,13.00645962,13.00645962
TSK000066,S088,19.62664399,19.62664399
TSK000066,S089,18.44510586,18.44510586
TSK000066,S090,23.76445531,23.76445531
TSK000066,S091,7.84015542,7.84015542
