scenario_id,probability,empty_risk_per_km
S001,0.01,0.00125
S002,0.01,0.0084357526
S003,0.01,0.015571741
S004,0.01,0.0035920508
S005,0.01,0.0085120899
S006,0.01,0.0119309122
S007,0.01,0.0054116053
S008,0.01,0.00125
S009,0.01,0.00125
S010,0.01,0.0061030897
S011,0.01,0.0039709374
S012,0.01,0.00125
S013,0.01,0.00125
S014,0.01,0.0091499209
S015,0.01,0.00125
S016,0.01,0.0016872599
S017,0.01,0.004234179
S018,0.01,0.00125
S019,0.01,0.0026899884
S020,0.01,0.0084357526
S021,0.01,0.0119309122
S022,0.01,0.0040568473
S023,0.01,0.0056160558
S024,0.01,0.0130307971
S025,0.01,0.0032418974
S026,0.01,0.0035996524
S027,0.01,0.0046147029
S028,0.01,0.0021335049
S029,0.01,0.0049979671
S030,0.01,0.0069039903
S031,0.01,0.0043104964
S032,0.01,0.0025999135
S033,0.01,0.0091042844
S034,0.01,0.0026899884
S035,0.01,0.00125
S036,0.01,0.00125
S037,0.01,0.0042374403
S038,0.01,0.0053465583
S039,0.01,0.0033885289
S040,0.01,0.0049979671
S041,0.01,0.0042359371
S042,0.01,0.0035750171
S043,0.01,0.0028630946
S044,0.01,0.0037540378
S045,0.01,0.00125
S046,0.01,0.0025566039
S047,0.01,0.0016335079
S048,0.01,0.0052490494
S049,0.01,0.007999282
S050,0.01,0.0026324505
S051,0.01,0.00125
S052,0.01,0.0052927379
S053,0.01,0.0037169458
S054,0.01,0.00125
S055,0.01,0.0032827049
S056,0.01,0.0049219416
S057,0.01,0.00125
S058,0.01,0.0119354768
S059,0.01,0.0026870898
S060,0.01,0.0017518306
S061,0.01,0.0033078991
S062,0.01,0.0052938866
S063,0.01,0.00125
S064,0.01,0.0044675381
S065,0.01,0.00125
S066,0.01,0.0043756448
S067,0.01,0.0025379436
S068,0.01,0.0030853784
S069,0.01,0.00125
S070,0.01,0.0117455567
S071,0.01,0.0091905883
S072,0.01,0.0022963064
S073,0.01,0.0054116053
S074,0.01,0.0024108065
S075,0.01,0.0038406797
S076,0.01,0.0043747956
S077,0.01,0.0028630946
S078,0.01,0.00125
S079,0.01,0.003016771
S080,0.01,0.006006208
S081,0.01,0.0054116053
S082,0.01,0.00125
S083,0.01,0.0042261413
S084,0.01,0.0020446974
S085,0.01,0.00125
S086,0.01,0.003539258
S087,0.01,0.0042166957
S088,0.01,0.0025379436
S089,0.01,0.002834191
S090,0.01,0.00125
S091,0.01,0.0020270978
S092,0.01,0.0040336602
S093,0.01,0.0058979794
S094,0.01,0.00283938
S095,0.01,0.0039548145
S096,0.01,0.00125
S097,0.01,0.00125
S098,0.01,0.0069524247
S099,0.01,0.003539258
S100,0.01,0.0038232984
