scenario_id,probability,empty_risk_per_km
S001,0.01,0.00125
S002,0.01,0.0039285635
S003,0.01,0.0051299405
S004,0.01,0.00125
S005,0.01,0.00125
S006,0.01,0.0038582525
S007,0.01,0.0052938866
S008,0.01,0.0040447954
S009,0.01,0.0070488988
S010,0.01,0.0034515622
S011,0.01,0.0016335079
S012,0.01,0.00499034
S013,0.01,0.00125
S014,0.01,0.00125
S015,0.01,0.0089009947
S016,0.01,0.00125
S017,0.01,0.0039591921
S018,0.01,0.0061030897
S019,0.01,0.0043747956
S020,0.01,0.00125
S021,0.01,0.010453084
S022,0.01,0.00125
S023,0.01,0.0020446974
S024,0.01,0.00125
S025,0.01,0.006076125
S026,0.01,0.00125
S027,0.01,0.0032292597
S028,0.01,0.0109788362
S029,0.01,0.0059587021
S030,0.01,0.00125
S031,0.01,0.005216074
S032,0.01,0.0020478845
S033,0.01,0.0020478845
S034,0.01,0.0029584893
S035,0.01,0.00125
S036,0.01,0.00125
S037,0.01,0.0084888989
S038,0.01,0.0036695469
S039,0.01,0.0023635701
S040,0.01,0.0047132632
S041,0.01,0.0096759339
S042,0.01,0.0022963064
S043,0.01,0.0049121686
S044,0.01,0.0061030897
S045,0.01,0.0064202899
S046,0.01,0.0022986177
S047,0.01,0.0035126079
S048,0.01,0.0039709374
S049,0.01,0.007315445
S050,0.01,0.0042086943
S051,0.01,0.0041391817
S052,0.01,0.008483702
S053,0.01,0.00125
S054,0.01,0.013317029
S055,0.01,0.0049121686
S056,0.01,0.0038406797
S057,0.01,0.00125
S058,0.01,0.0119354768
S059,0.01,0.00125
S060,0.01,0.00125
S061,0.01,0.0028685828
S062,0.01,0.0040336602
S063,0.01,0.0022963064
S064,0.01,0.0027730216
S065,0.01,0.0058979794
S066,0.01,0.007212684
S067,0.01,0.00125
S068,0.01,0.00125
S069,0.01,0.00125
S070,0.01,0.00125
S071,0.01,0.0016872599
S072,0.01,0.0025938111
S073,0.01,0.0038505244
S074,0.01,0.00125
S075,0.01,0.0035996524
S076,0.01,0.00125
S077,0.01,0.0061030897
S078,0.01,0.0035920508
S079,0.01,0.0023692356
S080,0.01,0.0030073282
S081,0.01,0.0029554912
S082,0.01,0.0029539018
S083,0.01,0.0025999135
S084,0.01,0.0042317626
S085,0.01,0.003607891
S086,0.01,0.002834191
S087,0.01,0.0074548664
S088,0.01,0.00125
S089,0.01,0.0052927379
S090,0.01,0.0021050345
S091,0.01,0.0033885289
S092,0.01,0.00125
S093,0.01,0.00125
S094,0.01,0.0041106678
S095,0.01,0.00125
S096,0.01,0.0039591921
S097,0.01,0.00125
S098,0.01,0.00125
S099,0.01,0.0034096723
S100,0.01,0.0040598433
