task_id,start_hour,finish_hour,origin_node_id,destination_node_id,self_cost,outsource_cost,base_risk,historical_mode,product_id,hazard_class,loaded_distance_km,duration_source
TSK000037,66.8857,103.6904,NOD000599,NOD000073,8389.0469,13906.9392,29.25,外协,PRD0226,普货,975.0,historical_distance_bin_median
TSK000106,67.87257377,81.54132377,NOD000678,NOD000028,2157.7069,4114.93225,6.75,外协,PRD0167,普货,225.0,historical_distance_bin_median
TSK000132,68.85944754,85.92654754,NOD000632,NOD000017,2490.5341,4193.18053,7.95,外协,PRD0095,普货,265.0,direct_historical_od_median
TSK000151,69.84632131,106.65102131,NOD000632,NOD000470,7751.1723,12862.4386,26.91,自有,PRD0078,普货,897.0,historical_distance_bin_median
TSK000175,70.83319508,91.36729508,NOD000790,NOD000341,4901.5771,8123.12446,16.2,外协,PRD0202,普货,540.0,historical_distance_bin_median
TSK000202,71.82006885,99.87826885,NOD000781,NOD000430,8549.3115,13186.39212,27.96,外协,PRD0262,普货,932.0,direct_historical_od_median
TSK000237,72.80694262,102.84704262,NOD000777,NOD000195,9988.1941,15256.28137,41.067,自有,PRD0173,危货,1014.0,direct_historical_od_median
TSK000243,73.79381639,95.83871639,NOD000777,NOD000533,7891.9515,11668.7769,30.294,自有,PRD0173,危货,748.0,historical_distance_bin_median
TSK000284,74.78069016,87.50779016,NOD000678,NOD000017,2392.8611,4272.46699,7.95,外协,PRD0167,普货,265.0,direct_historical_od_median
TSK000285,75.76756393,88.06126393,NOD000678,NOD000178,2157.7069,4114.93225,6.75,外协,PRD0167,普货,225.0,direct_historical_od_median
TSK000339,76.7544377,117.4131377,NOD000794,NOD000112,9617.0991,16517.10049,34.86,外协,PRD0017,普货,1162.0,historical_distance_bin_median
TSK000350,77.74131148,84.21771148,NOD000632,NOD000182,1945.8573,3500.8039,5.31,外协,PRD0048,普货,177.0,direct_historical_od_median
TSK000366,78.72818525,119.38688525,NOD000678,NOD000161,12598.9053,20894.8564,44.22,自有,PRD0167,普货,1474.0,historical_distance_bin_median
TSK000415,79.71505902,93.38380902,NOD000593,NOD000546,3532.1955,6033.91019,11.37,自有,PRD0171,普货,379.0,historical_distance_bin_median
TSK000472,80.70193279,101.23603279,NOD000594,NOD000536,4166.4987,7714.54849,15.12,自有,PRD0246,普货,504.0,historical_distance_bin_median
TSK000526,81.68880656,111.18780656,NOD000777,NOD000154,9835.0762,14776.75749,39.69,自有,PRD0173,危货,980.0,direct_historical_od_median
TSK000645,82.67568033,89.18428033,NOD000795,NOD000394,3264.3163,6957.51859,14.985,自有,PRD0023,危货,370.0,direct_historical_od_median
TSK000662,83.6625541,95.1417541,NOD000632,NOD000178,2368.7312,4019.76531,6.75,外协,PRD0104,普货,225.0,direct_historical_od_median
TSK000677,84.64942787,106.69432787,NOD000597,NOD000450,6978.8011,11034.19625,23.04,外协,PRD0212,普货,768.0,historical_distance_bin_median
TSK000722,85.63630164,91.08490164,NOD000594,NOD000380,2316.102,4636.97795,8.04,自有,PRD0242,普货,268.0,direct_historical_od_median
TSK000760,86.62317541,129.76897541,NOD000777,NOD000333,9817.8193,14749.75205,39.609,自有,PRD0173,危货,978.0,direct_historical_od_median
TSK000763,87.61004918,124.41474918,NOD000611,NOD000083,7850.0871,12921.63983,27.06,外协,PRD0179,普货,902.0,historical_distance_bin_median
TSK000822,88.59692295,110.64182295,NOD000678,NOD000167,6607.8972,11476.71052,23.58,外协,PRD0167,普货,786.0,historical_distance_bin_median
TSK000858,89.58379672,130.90349672,NOD000780,NOD000189,8366.6929,14317.01722,30.06,自有,PRD0163,普货,1002.0,direct_historical_od_median
TSK000875,90.57067049,104.23942049,NOD000786,NOD000427,2873.572,4742.52702,8.43,外协,PRD0186,普货,281.0,historical_distance_bin_median
TSK000891,91.55754426,94.74244426,NOD000607,NOD000134,1320.0513,3439.05089,4.86,外协,PRD0262,普货,162.0,direct_historical_od_median
